Unseperated,principalnaicscode,principalnaicscodeText,principalNAICS2DigitCode,principalNAICS3DigitCode,PDTcategory,PDTSsplit2DigitCode,PDTSsplit3DigitCode
333515: CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,33,333,Manufacturing,1,0
333516: ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,333516,ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
333517: MACHINE TOOL MANUFACTURING ,333517,MACHINE TOOL MANUFACTURING ,NULL,NULL,NULL,NULL,NULL
333518: OTHER METALWORKING MACHINERY MANUFACTURING,333518,OTHER METALWORKING MACHINERY MANUFACTURING,33,333,Manufacturing,1,0
NULL,333519,NULL,NULL,NULL,NULL,NULL,NULL
333611: TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,333611,TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,33,333,Manufacturing,1,0
"333612: SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",333612,"SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",NULL,NULL,NULL,NULL,NULL
333613: MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,333613,MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,33,333,Manufacturing,1,0
333618: OTHER ENGINE EQUIPMENT MANUFACTURING,333618,OTHER ENGINE EQUIPMENT MANUFACTURING,33,333,Manufacturing,1,0
333911: PUMP AND PUMPING EQUIPMENT MANUFACTURING,333911,PUMP AND PUMPING EQUIPMENT MANUFACTURING,33,333,Manufacturing,1,0
333912: AIR AND GAS COMPRESSOR MANUFACTURING,333912,AIR AND GAS COMPRESSOR MANUFACTURING,33,333,Manufacturing,1,0
333913: MEASURING AND DISPENSING PUMP MANUFACTURING,333913,MEASURING AND DISPENSING PUMP MANUFACTURING,33,333,Manufacturing,1,0
333921: ELEVATOR AND MOVING STAIRWAY MANUFACTURING,333921,ELEVATOR AND MOVING STAIRWAY MANUFACTURING,NULL,NULL,NULL,NULL,NULL
333922: CONVEYOR AND CONVEYING EQUIPMENT MANUFACTURING,333922,CONVEYOR AND CONVEYING EQUIPMENT MANUFACTURING,33,333,Manufacturing,1,0
"333923: OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",333923,"OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",33,333,Manufacturing,1,0
"333924: INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",33,333,Manufacturing,1,0
333991: POWER-DRIVEN HANDTOOL MANUFACTURING,333991,POWER-DRIVEN HANDTOOL MANUFACTURING,33,333,Manufacturing,1,0
333992: WELDING AND SOLDERING EQUIPMENT MANUFACTURING,333992,WELDING AND SOLDERING EQUIPMENT MANUFACTURING,33,333,Manufacturing,1,0
333993: PACKAGING MACHINERY MANUFACTURING,333993,PACKAGING MACHINERY MANUFACTURING,33,333,Manufacturing,1,0
333994: INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,333994,INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,33,333,Manufacturing,1,0
333995: FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,333995,FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,33,333,Manufacturing,1,0
333996: FLUID POWER PUMP AND MOTOR MANUFACTURING,333996,FLUID POWER PUMP AND MOTOR MANUFACTURING,33,333,Manufacturing,1,0
"333997: SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",333997,"SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",33,333,Manufacturing,1,0
333999: ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,333999,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,33,333,Manufacturing,1,0
3341: COMPUTER AND PERIPHERAL EQUIPMENT MANUFACTURING,3341,COMPUTER AND PERIPHERAL EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
33411: COMPUTER AND PERIPHERAL EQUIPMENT MANUFACTURING,33411,COMPUTER AND PERIPHERAL EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
334111: ELECTRONIC COMPUTER MANUFACTURING,334111,ELECTRONIC COMPUTER MANUFACTURING,33,334,Manufacturing,1,0
334112: COMPUTER STORAGE DEVICE MANUFACTURING,334112,COMPUTER STORAGE DEVICE MANUFACTURING,33,334,Manufacturing,1,0
334113: COMPUTER TERMINAL MANUFACTURING,334113,COMPUTER TERMINAL MANUFACTURING,33,334,Manufacturing,1,0
334118: COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING ,334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING ,NULL,NULL,NULL,NULL,NULL
334119: OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,334119,OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,33,334,Manufacturing,1,0
33421: TELEPHONE APPARATUS MANUFACTURING,33421,TELEPHONE APPARATUS MANUFACTURING,NULL,NULL,NULL,NULL,NULL
334210: TELEPHONE APPARATUS MANUFACTURING,334210,TELEPHONE APPARATUS MANUFACTURING,33,334,Manufacturing,1,0
33422: RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,33422,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
334220: RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,33,334,Manufacturing,1,0
33429: OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,33429,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
334290: OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,33,334,Manufacturing,1,0
33431: AUDIO AND VIDEO EQUIPMENT MANUFACTURING,33431,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
334310: AUDIO AND VIDEO EQUIPMENT MANUFACTURING,334310,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,33,334,Manufacturing,1,0
334411: ELECTRON TUBE MANUFACTURING,334411,ELECTRON TUBE MANUFACTURING,33,334,Manufacturing,1,0
334412: BARE PRINTED CIRCUIT BOARD MANUFACTURING,334412,BARE PRINTED CIRCUIT BOARD MANUFACTURING,33,334,Manufacturing,1,0
334413: SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,334413,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,33,334,Manufacturing,1,0
334414: ELECTRONIC CAPACITOR MANUFACTURING,334414,ELECTRONIC CAPACITOR MANUFACTURING,33,334,Manufacturing,1,0
334415: ELECTRONIC RESISTOR MANUFACTURING,334415,ELECTRONIC RESISTOR MANUFACTURING,33,334,Manufacturing,1,0
"334416: CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",33,334,Manufacturing,1,0
334417: ELECTRONIC CONNECTOR MANUFACTURING,334417,ELECTRONIC CONNECTOR MANUFACTURING,33,334,Manufacturing,1,0
334418: PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,334418,PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,33,334,Manufacturing,1,0
334419: OTHER ELECTRONIC COMPONENT MANUFACTURING,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,33,334,Manufacturing,1,0
334510: ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,33,334,Manufacturing,1,0
"334511: SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",33,334,Manufacturing,1,0
"334512: AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",334512,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",33,334,Manufacturing,1,0
"334513: INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",33,334,Manufacturing,1,0
334514: TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,334514,TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,33,334,Manufacturing,1,0
334515: INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,33,334,Manufacturing,1,0
334516: ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,33,334,Manufacturing,1,0
334517: IRRADIATION APPARATUS MANUFACTURING,334517,IRRADIATION APPARATUS MANUFACTURING,33,334,Manufacturing,1,0
"334518: WATCH, CLOCK, AND PART MANUFACTURING",334518,"WATCH, CLOCK, AND PART MANUFACTURING",33,334,Manufacturing,1,0
334519: OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,33,334,Manufacturing,1,0
334611: SOFTWARE REPRODUCING,334611,SOFTWARE REPRODUCING,33,334,Manufacturing,1,0
"334612: PRERECORDED COMPACT DISC (EXCEPT SOFTWARE), TAPE, AND RECORD REPRODUCING",334612,"PRERECORDED COMPACT DISC (EXCEPT SOFTWARE), TAPE, AND RECORD REPRODUCING",33,334,Manufacturing,1,0
334613: BLANK MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING,334613,BLANK MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING,33,334,Manufacturing,1,0
"334614: SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING ",334614,"SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING ",NULL,NULL,NULL,NULL,NULL
335110: ELECTRIC LAMP BULB AND PART MANUFACTURING,335110,ELECTRIC LAMP BULB AND PART MANUFACTURING,33,335,Manufacturing,1,0
335121: RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,335121,RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,33,335,Manufacturing,1,0
"335122: COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",335122,"COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",33,335,Manufacturing,1,0
335129: OTHER LIGHTING EQUIPMENT MANUFACTURING,335129,OTHER LIGHTING EQUIPMENT MANUFACTURING,33,335,Manufacturing,1,0
NULL,335210,NULL,NULL,NULL,NULL,NULL,NULL
335211: ELECTRIC HOUSEWARES AND HOUSEHOLD FAN MANUFACTURING,335211,ELECTRIC HOUSEWARES AND HOUSEHOLD FAN MANUFACTURING,33,335,Manufacturing,1,0
335212: HOUSEHOLD VACUUM CLEANER MANUFACTURING,335212,HOUSEHOLD VACUUM CLEANER MANUFACTURING,33,335,Manufacturing,1,0
335221: HOUSEHOLD COOKING APPLIANCE MANUFACTURING,335221,HOUSEHOLD COOKING APPLIANCE MANUFACTURING,33,335,Manufacturing,1,0
335222: HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,335222,HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,33,335,Manufacturing,1,0
335224: HOUSEHOLD LAUNDRY EQUIPMENT MANUFACTURING,335224,HOUSEHOLD LAUNDRY EQUIPMENT MANUFACTURING,33,335,Manufacturing,1,0
335228: OTHER MAJOR HOUSEHOLD APPLIANCE MANUFACTURING,335228,OTHER MAJOR HOUSEHOLD APPLIANCE MANUFACTURING,33,335,Manufacturing,1,0
33531: ELECTRICAL EQUIPMENT MANUFACTURING,33531,ELECTRICAL EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
"335311: POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",335311,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",33,335,Manufacturing,1,0
335312: MOTOR AND GENERATOR MANUFACTURING,335312,MOTOR AND GENERATOR MANUFACTURING,33,335,Manufacturing,1,0
335313: SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,33,335,Manufacturing,1,0
335314: RELAY AND INDUSTRIAL CONTROL MANUFACTURING,335314,RELAY AND INDUSTRIAL CONTROL MANUFACTURING,33,335,Manufacturing,1,0
335911: STORAGE BATTERY MANUFACTURING,335911,STORAGE BATTERY MANUFACTURING,33,335,Manufacturing,1,0
335912: PRIMARY BATTERY MANUFACTURING,335912,PRIMARY BATTERY MANUFACTURING,33,335,Manufacturing,1,0
335921: FIBER OPTIC CABLE MANUFACTURING,335921,FIBER OPTIC CABLE MANUFACTURING,33,335,Manufacturing,1,0
335929: OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,335929,OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,33,335,Manufacturing,1,0
335931: CURRENT-CARRYING WIRING DEVICE MANUFACTURING,335931,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,33,335,Manufacturing,1,0
335932: NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,335932,NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,33,335,Manufacturing,1,0
335991: CARBON AND GRAPHITE PRODUCT MANUFACTURING,335991,CARBON AND GRAPHITE PRODUCT MANUFACTURING,33,335,Manufacturing,1,0
335999: ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,33,335,Manufacturing,1,0
33611: AUTOMOBILE AND LIGHT DUTY MOTOR VEHICLE MANUFACTURING,33611,AUTOMOBILE AND LIGHT DUTY MOTOR VEHICLE MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336111: AUTOMOBILE MANUFACTURING,336111,AUTOMOBILE MANUFACTURING,33,336,Manufacturing,1,0
336112: LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,336112,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,33,336,Manufacturing,1,0
33612: HEAVY DUTY TRUCK MANUFACTURING,33612,HEAVY DUTY TRUCK MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336120: HEAVY DUTY TRUCK MANUFACTURING,336120,HEAVY DUTY TRUCK MANUFACTURING,33,336,Manufacturing,1,0
33621: MOTOR VEHICLE BODY AND TRAILER MANUFACTURING,33621,MOTOR VEHICLE BODY AND TRAILER MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336211: MOTOR VEHICLE BODY MANUFACTURING,336211,MOTOR VEHICLE BODY MANUFACTURING,33,336,Manufacturing,1,0
336212: TRUCK TRAILER MANUFACTURING,336212,TRUCK TRAILER MANUFACTURING,33,336,Manufacturing,1,0
336213: MOTOR HOME MANUFACTURING,336213,MOTOR HOME MANUFACTURING,33,336,Manufacturing,1,0
336214: TRAVEL TRAILER AND CAMPER MANUFACTURING,336214,TRAVEL TRAILER AND CAMPER MANUFACTURING,33,336,Manufacturing,1,0
336310: MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,336310,MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,NULL,NULL,NULL,NULL,NULL
"336311: CARBURETOR, PISTON, PISTON RING, AND VALVE MANUFACTURING",336311,"CARBURETOR, PISTON, PISTON RING, AND VALVE MANUFACTURING",33,336,Manufacturing,1,0
336312: GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,336312,GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,33,336,Manufacturing,1,0
NULL,336320,NULL,NULL,NULL,NULL,NULL,NULL
336321: VEHICULAR LIGHTING EQUIPMENT MANUFACTURING,336321,VEHICULAR LIGHTING EQUIPMENT MANUFACTURING,33,336,Manufacturing,1,0
336322: OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,336322,OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,33,336,Manufacturing,1,0
336330: MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,336330,MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336340: MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,336340,MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,33,336,Manufacturing,1,0
336350: MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,336350,MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,33,336,Manufacturing,1,0
336360: MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,336360,MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,33,336,Manufacturing,1,0
336370: MOTOR VEHICLE METAL STAMPING,336370,MOTOR VEHICLE METAL STAMPING,NULL,NULL,NULL,NULL,NULL
336390: OTHER MOTOR VEHICLE PARTS MANUFACTURING,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336391: MOTOR VEHICLE AIR-CONDITIONING MANUFACTURING,336391,MOTOR VEHICLE AIR-CONDITIONING MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336399: ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING,336399,ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING,33,336,Manufacturing,1,0
336411: AIRCRAFT MANUFACTURING,336411,AIRCRAFT MANUFACTURING,33,336,Manufacturing,1,0
336412: AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,33,336,Manufacturing,1,0
336413: OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,33,336,Manufacturing,1,0
336414: GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336415: GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,336415,GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336419: OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,336419,OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NULL,NULL,NULL,NULL,NULL
33651: RAILROAD ROLLING STOCK MANUFACTURING,33651,RAILROAD ROLLING STOCK MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336510: RAILROAD ROLLING STOCK MANUFACTURING,336510,RAILROAD ROLLING STOCK MANUFACTURING,NULL,NULL,NULL,NULL,NULL
336611: SHIP BUILDING AND REPAIRING,336611,SHIP BUILDING AND REPAIRING,33,336,Manufacturing,1,0
336612: BOAT BUILDING,336612,BOAT BUILDING,33,336,Manufacturing,1,0
"336991: MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",336991,"MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",33,336,Manufacturing,1,0
"336992: MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",336992,"MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",33,336,Manufacturing,1,0
336999: ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,336999,ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,33,336,Manufacturing,1,0
337110: WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING,337110,WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING,33,337,Manufacturing,1,0
337121: UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,337121,UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,33,337,Manufacturing,1,0
337122: NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,337122,NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,33,337,Manufacturing,1,0
337124: METAL HOUSEHOLD FURNITURE MANUFACTURING,337124,METAL HOUSEHOLD FURNITURE MANUFACTURING,33,337,Manufacturing,1,0
337125: HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING,337125,HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING,33,337,Manufacturing,1,0
337127: INSTITUTIONAL FURNITURE MANUFACTURING,337127,INSTITUTIONAL FURNITURE MANUFACTURING,33,337,Manufacturing,1,0
"337129: WOOD TELEVISION, RADIO, AND SEWING MACHINE CABINET MANUFACTURING",337129,"WOOD TELEVISION, RADIO, AND SEWING MACHINE CABINET MANUFACTURING",33,337,Manufacturing,1,0
337211: WOOD OFFICE FURNITURE MANUFACTURING,337211,WOOD OFFICE FURNITURE MANUFACTURING,33,337,Manufacturing,1,0
337212: CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,337212,CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,33,337,Manufacturing,1,0
337214: OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,33,337,Manufacturing,1,0
"337215: SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",33,337,Manufacturing,1,0
337910: MATTRESS MANUFACTURING,337910,MATTRESS MANUFACTURING,33,337,Manufacturing,1,0
337920: BLIND AND SHADE MANUFACTURING,337920,BLIND AND SHADE MANUFACTURING,33,337,Manufacturing,1,0
339: MISCELLANEOUS MANUFACTURING,339,MISCELLANEOUS MANUFACTURING,NULL,NULL,NULL,NULL,NULL
33911: MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING,33911,MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING,NULL,NULL,NULL,NULL,NULL
339111: LABORATORY APPARATUS AND FURNITURE MANUFACTURING,339111,LABORATORY APPARATUS AND FURNITURE MANUFACTURING,33,339,Manufacturing,1,1
339112: SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,33,339,Manufacturing,1,1
339113: SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,33,339,Manufacturing,1,1
339114: DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,339114,DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,33,339,Manufacturing,1,1
339115: OPHTHALMIC GOODS MANUFACTURING,339115,OPHTHALMIC GOODS MANUFACTURING,33,339,Manufacturing,1,1
339116: DENTAL LABORATORIES,339116,DENTAL LABORATORIES,NULL,NULL,NULL,NULL,NULL
NULL,339910,NULL,NULL,NULL,NULL,NULL,NULL
339911: JEWELRY (EXCEPT COSTUME) MANUFACTURING,339911,JEWELRY (EXCEPT COSTUME) MANUFACTURING,33,339,Manufacturing,1,1
339912: SILVERWARE AND HOLLOWWARE MANUFACTURING,339912,SILVERWARE AND HOLLOWWARE MANUFACTURING,NULL,NULL,NULL,NULL,NULL
339913: JEWELERS' MATERIAL AND LAPIDARY WORK MANUFACTURING,339913,JEWELERS' MATERIAL AND LAPIDARY WORK MANUFACTURING,NULL,NULL,NULL,NULL,NULL
339914: COSTUME JEWELRY AND NOVELTY MANUFACTURING,339914,COSTUME JEWELRY AND NOVELTY MANUFACTURING,33,339,Manufacturing,1,1
339920: SPORTING AND ATHLETIC GOODS MANUFACTURING,339920,SPORTING AND ATHLETIC GOODS MANUFACTURING,33,339,Manufacturing,1,1
NULL,339930,NULL,NULL,NULL,NULL,NULL,NULL
339931: DOLL AND STUFFED TOY MANUFACTURING,339931,DOLL AND STUFFED TOY MANUFACTURING,NULL,NULL,NULL,NULL,NULL
"339932: GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",339932,"GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",33,339,Manufacturing,1,1
33994: OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,33994,OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,NULL,NULL,NULL,NULL,NULL
339940: OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,339940,OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,NULL,NULL,NULL,NULL,NULL
339941: PEN AND MECHANICAL PENCIL MANUFACTURING,339941,PEN AND MECHANICAL PENCIL MANUFACTURING,33,339,Manufacturing,1,1
339942: LEAD PENCIL AND ART GOOD MANUFACTURING,339942,LEAD PENCIL AND ART GOOD MANUFACTURING,33,339,Manufacturing,1,1
339943: MARKING DEVICE MANUFACTURING,339943,MARKING DEVICE MANUFACTURING,33,339,Manufacturing,1,1
339944: CARBON PAPER AND INKED RIBBON MANUFACTURING,339944,CARBON PAPER AND INKED RIBBON MANUFACTURING,33,339,Manufacturing,1,1
339950: SIGN MANUFACTURING,339950,SIGN MANUFACTURING,33,339,Printing and Copying,1,1
33999: ALL OTHER MISCELLANEOUS MANUFACTURING,33999,ALL OTHER MISCELLANEOUS MANUFACTURING,NULL,NULL,NULL,NULL,NULL
"339991: GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",33,339,Manufacturing,1,1
339992: MUSICAL INSTRUMENT MANUFACTURING,339992,MUSICAL INSTRUMENT MANUFACTURING,33,339,Manufacturing,1,1
"339993: FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",339993,"FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",33,339,Manufacturing,1,1
