AgencyID,AgencyIDtext,DepartmentID,CSISName,Customer,SubCustomer,InternationalAssistancePrograms,IsDiscrepency,MinOfStartDate,MaxOfEndDate,IsUnknownAgencyID,IsExceptionToContradictionTest,SubCustomerSum,IsDefense,PlatformPortfolio
570D,"U.S. AIR FORCES, EUROPE",NULL,NULL,Defense,Air Force,0,NULL,2000-03-15,2004-09-30,0,0,Air Force,1,NULL
570J,AIR TRAINING COMMAND,NULL,NULL,Defense,Air Force,0,NULL,1999-12-15,2004-09-20,0,0,Air Force,1,NULL
570M,"HEADQUARTERS, AIR FORCE RESERVE",NULL,NULL,Defense,Air Force,0,NULL,2000-03-15,2004-09-24,0,0,Air Force,1,NULL
570N,"IMMEDIATE OFFICE, HEADQUARTERS, USAF",NULL,NULL,Defense,Air Force,0,NULL,2000-11-15,2013-09-23,0,0,Air Force,1,NULL
570R,PACIFIC AIR FORCES,NULL,NULL,Defense,Air Force,0,NULL,2000-07-15,2004-09-30,0,0,Air Force,1,NULL
570Y,AIR FORCE COMMUNICATIONS COMMAND,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2001-05-15,0,0,Air Force,1,NULL
5710,AIR FORCE CENTER FOR QUALITY AND MANAGEMENT INNOVATION,NULL,NULL,Defense,Air Force,0,NULL,2000-11-15,2004-09-30,0,0,Air Force,1,NULL
571C,AIR COMBAT COMMAND,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2013-09-30,0,0,Air Force,1,NULL
571G,AIR FORCE LOGISTICS MANAGEMENT AGENCY,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2013-09-26,0,0,Air Force,1,NULL
571L,AIR MOBILITY COMMAND,NULL,NULL,Defense,Air Force,0,NULL,1999-12-15,2004-09-30,0,0,Air Force,1,NULL
571M,AIR FORCE MATERIEL COMMAND,NULL,NULL,Defense,Air Force,0,NULL,1999-11-15,2006-01-03,0,0,Air Force,1,NULL
571S,SPACE COMMAND,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2005-01-31,0,0,Air Force,1,NULL
571W,AIR FORCE ENGINEERING AND SERVICES CENTER,NULL,NULL,Defense,Air Force,0,NULL,2001-06-15,2004-09-28,0,0,Air Force,1,NULL
5727,AIR FORCE AGENCY FOR MODELING AND SIMULATION,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2001-08-15,0,0,Air Force,1,NULL
5728,AIR FORCE COMMUNICATION AND INFORMATION CENTER,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2003-02-19,0,0,Air Force,1,NULL
572A,AIR FORCE COST CENTER,NULL,NULL,Defense,Air Force,0,NULL,2003-02-18,2005-11-04,0,0,Air Force,1,NULL
572C,AIR FORCE CIVILIAN PERSONNEL MANAGEMENT CENTER,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2000-02-15,0,0,Air Force,1,NULL
572F,AIR FORCE MEDICAL SERVICES CENTER,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2001-08-15,0,0,Air Force,1,NULL
572H,AIR FORCE COMBAT OPERATIONS STAFF,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2000-11-15,0,0,Air Force,1,NULL
572L,AIR FORCE TECHNICAL APPLICATIONS CENTER,NULL,NULL,Defense,Air Force,0,NULL,2000-03-15,2000-10-15,0,0,Air Force,1,NULL
572N,AIR FORCE CENTER FOR STUDIES AND ANALYSES,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2001-03-15,0,0,Air Force,1,NULL
572Q,AIR WEATHER SERVICE,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2001-09-15,0,0,Air Force,1,NULL
572S,HQ NORAD,NULL,NULL,Defense,Air Force,0,NULL,2003-09-25,2004-05-21,0,0,Air Force,1,NULL
572U,"AIR FORCE MORALE, WELFARE AND RECREATION CENTER",NULL,NULL,Defense,Air Force,0,NULL,2004-06-17,2004-09-21,0,0,Air Force,1,NULL
572W,AIR FORCE DISTRICT OF WASHINGTON,NULL,NULL,Defense,Air Force,0,NULL,2001-04-15,2001-04-15,0,0,Air Force,1,NULL
572X,AIR FORCE REAL ESTATE AGENCY,NULL,NULL,Defense,Air Force,0,NULL,2004-09-02,2004-09-02,0,0,Air Force,1,NULL
572Y,AIR FORCE PENTAGON COMMUNICATIONS AGENCY,NULL,NULL,Defense,Air Force,0,NULL,2000-10-15,2003-04-07,0,0,Air Force,1,NULL
572Z,HQ AIR FORCE MEDICAL OPERATIONS AGENCY,NULL,NULL,Defense,Air Force,0,NULL,2000-03-15,2004-08-09,0,0,Air Force,1,NULL
573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
573C,"AIR FORCE ELEMENTS, U.S. CENTRAL COMMAND",NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2013-09-26,0,0,Air Force,1,NULL
573D,"AIR FORCE ELEMENTS, U.S. SPECIAL OPERATIONS COMMAND",NULL,NULL,Defense,Air Force,0,NULL,2004-01-29,2004-09-30,0,0,Air Force,1,NULL
573G,"AIR FORCE ELEMENTS, EUROPE",NULL,NULL,Defense,Air Force,0,NULL,2000-10-15,2001-09-15,0,0,Air Force,1,NULL
573L,CENTER FOR AIR FORCE HISTORY,NULL,NULL,Defense,Air Force,0,NULL,2000-09-15,2000-09-15,0,0,Air Force,1,NULL
573N,"AIR FORCE ELEMENTS, U.S. ATLANTIC COMMAND",NULL,NULL,Defense,Air Force,0,NULL,2002-12-18,2002-12-18,0,0,Air Force,1,NULL
573O,"AIR FORCE ELEMENTS, U.S. PACIFIC COMMAND",NULL,NULL,Defense,Air Force,0,NULL,2003-05-08,2004-08-23,0,0,Air Force,1,NULL
573Q,"AIR FORCE ELEMENTS, U.S. STRATEGIC COMMAND",NULL,NULL,Defense,Air Force,0,NULL,2002-12-30,2004-09-21,0,0,Air Force,1,NULL
573S,"HEADQUARTERS, U.S. SPACE COMMAND AND NORAD",NULL,NULL,Defense,Air Force,0,NULL,2003-01-03,2005-10-14,0,0,Air Force,1,NULL
573T,AIR FORCE ELEMENTS U.S. TRANSPORTATION COMMAND,NULL,NULL,Defense,Air Force,0,NULL,2002-12-27,2002-12-27,0,0,Air Force,1,NULL
573V,"AIR FORCE ELEMENTS, OTHER THAN EUROPE",NULL,NULL,Defense,Air Force,0,NULL,2000-03-15,2004-09-29,0,0,Air Force,1,NULL
573W,AIR FORCE CENTER FOR ENVIORNMENTAL EXCELLENCE,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2003-07-07,0,0,Air Force,1,NULL
573Z,"JOINT SERVICES SURVIVAL, EVASION, RESISTANCE AND ESCAPE AGENCY",NULL,NULL,Defense,Air Force,0,NULL,2001-06-15,2001-06-15,0,0,Air Force,1,NULL
574Z,AIR NATIONAL GUARD,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2013-09-30,0,0,Air Force,1,NULL
57NG,AIR NATIONAL GUARD UNITS (TITLE 32),NULL,NULL,Defense,Air Force,0,NULL,2001-06-15,2004-09-27,0,0,Air Force,1,NULL
5800,FEDERAL EMERGENCY MANAGEMENT AGENCY,5800,NULL,DHS,FEMA,0,NULL,1999-10-15,2009-10-01,0,0,FEMA,0,NULL
5801,IMMEDIATE OFFICE OF THE DIRECTOR OF FEMA,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
5802,OFFICE OF CHIEF OF STAFF,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
5803,OFFICE OF GENERAL COUNSEL,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
5804,OFFICE OF INSPECTOR GENERAL,5800,NULL,DHS,FEMA,0,NULL,2006-03-27,2006-03-27,0,0,FEMA,0,NULL
5805,OFFICE OF EXTERNAL AFFAIRS,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
5814,OFFICE OF EXECUTIVE ADMINISTRATION,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
5817,OFFICE OF THE COMPTROLLER,5800,NULL,DHS,FEMA,0,NULL,2003-10-23,2009-12-28,0,0,FEMA,0,NULL
5820,FEDERAL INSURANCE ADMINISTRATION,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
5825,STATE AND LOCAL PROGRAMS AND SUPPORT DIRECTORATE,5800,NULL,DHS,FEMA,0,NULL,2003-02-10,2009-09-30,0,0,FEMA,0,NULL
5830,NATIONAL PREPAREDNESS PROGRAMS DIRECTORATE,5800,NULL,DHS,FEMA,0,NULL,2007-09-12,2007-09-12,0,0,FEMA,0,NULL
5835,TRAINING AND FIRE PROGRAMS DIRECTORATE,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
5840,U.S. FIRE ADMINISTRATION,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
585A,FEMA REGION I,5800,NULL,DHS,FEMA,0,NULL,2004-03-19,2009-10-08,0,0,FEMA,0,NULL
585B,FEMA REGION II,5800,NULL,DHS,FEMA,0,NULL,2008-10-15,2009-05-21,0,0,FEMA,0,NULL
585C,FEMA REGION III,5800,NULL,DHS,FEMA,0,NULL,2007-03-27,2010-02-24,0,0,FEMA,0,NULL
585D,FEMA REGION IV,5800,NULL,DHS,FEMA,0,NULL,2005-09-02,2009-07-10,0,0,FEMA,0,NULL
585E,FEMA REGION V,5800,NULL,DHS,FEMA,0,NULL,2005-10-27,2008-11-24,0,0,FEMA,0,NULL
585F,FEMA REGION VI,5800,NULL,DHS,FEMA,0,NULL,2005-09-04,2010-02-04,0,0,FEMA,0,NULL
585G,FEMA REGION VII,5800,NULL,DHS,FEMA,0,NULL,2007-03-29,2008-04-11,0,0,FEMA,0,NULL
585H,FEMA REGION VIII,5800,NULL,DHS,FEMA,0,NULL,2009-04-15,2009-04-15,0,0,FEMA,0,NULL
585J,FEMA REGION IX,5800,NULL,DHS,FEMA,0,NULL,2009-01-17,2009-01-19,0,0,FEMA,0,NULL
585K,FEMA REGION X,5800,NULL,DHS,FEMA,0,NULL,NULL,NULL,0,0,FEMA,0,NULL
5900,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,5900,NULL,Other Agencies,All Other Customers,0,NULL,2008-02-22,2008-04-10,0,0,All Other Customers,0,NULL
5915,FEDERAL COUNCIL ON THE ARTS AND THE HUMANITIES,5900,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
5920,NATIONAL ENDOWMENT FOR THE ARTS,5920,NULL,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,0,NULL,1978-10-01,2013-10-01,0,0,NATIONAL ENDOWMENT FOR THE ARTS,0,NULL
5940,NATIONAL ENDOWMENT FOR THE HUMANITIES,5940,NULL,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,0,NULL,1978-10-01,2013-09-25,0,0,NATIONAL ENDOWMENT FOR THE HUMANITIES,0,NULL
5950,THE INSTITUE OF MUSEUM AND LIBRARY SERVICES,5950,NULL,Other Agencies,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,0,NULL,2007-06-12,2013-10-01,0,0,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,0,NULL
5963,NATIONAL COUNCIL ON THE ARTS,5900,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
5966,NATIONAL COUNCIL ON THE HUMANITIES,5900,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6000,RAILROAD RETIREMENT BOARD,6000,NULL,Other Agencies,RAILROAD RETIREMENT BOARD,0,NULL,1978-10-01,2013-12-01,0,0,RAILROAD RETIREMENT BOARD,0,NULL
6100,CONSUMER PRODUCT SAFETY COMMISSION,6100,NULL,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,0,NULL,1996-04-01,2013-09-30,0,0,CONSUMER PRODUCT SAFETY COMMISSION,0,NULL
6121,6121,6100,NULL,Other Agencies,NULL,0,NULL,2004-06-16,2004-06-16,0,0,NULL,0,NULL
6200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
6201,OFFICE OF SPECIAL COUNSEL,6201,NULL,Other Agencies,OFFICE OF SPECIAL COUNSEL,0,NULL,2004-04-14,2013-09-24,0,0,OFFICE OF SPECIAL COUNSEL,0,NULL
6300,NATIONAL LABOR RELATIONS BOARD,NULL,NULL,Other Agencies,NATIONAL LABOR RELATIONS BOARD,0,NULL,1978-10-01,2015-01-25,0,0,NATIONAL LABOR RELATIONS BOARD,0,NULL
6400,TENNESSEE VALLEY AUTHORITY,6400,NULL,Other Agencies,All Other Customers,0,NULL,1978-10-01,2013-06-24,0,0,All Other Customers,0,NULL
645S,645S,6400,NULL,Other Agencies,NULL,0,NULL,2003-10-01,2003-10-01,0,0,NULL,0,NULL
64KX,64KX,6400,NULL,Other Agencies,NULL,0,NULL,2004-05-04,2004-05-04,0,0,NULL,0,NULL
6500,FEDERAL MARITIME COMMISSION,NULL,NULL,Other Agencies,FEDERAL MARITIME COMMISSION,0,NULL,1978-10-01,2014-09-28,0,0,FEDERAL MARITIME COMMISSION,0,NULL
6666,TEST AGENCY,5555,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6700,UNITED STATES INFORMATION AGENCY,6700,NULL,Other Agencies,All Other Customers,0,NULL,1965-04-06,NULL,0,0,All Other Customers,0,NULL
6761,BOARD OF FOREIGN SCHOLARSHIPS,6700,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6762,CULTURAL PROPERTY ADVISORY COMMITTEE,6700,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6763,ARTISTIC AMBASSADOR ADVISORY COMMITTEE,6700,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6765,PRESIDENTIAL COMM ON THE GERMAN-AMERICAN TRICENTENNIAL,6700,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6767,U.S. ADVISORY COMMISSION ON PUBLIC DIPLOMACY,6700,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6791,CENTER FOR CULTURAL AND TECH INTERCHANGE BETWEEN EAST AND WEST,6700,NULL,Other Agencies,All Other Customers,0,NULL,2006-08-18,2006-08-18,0,0,All Other Customers,0,NULL
6795,NATIONAL ENDOWMENT FOR DEMOCRACY,6700,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
6800,ENVIRONMENTAL PROTECTION AGENCY,6800,NULL,Other Agencies,EPA,0,NULL,1988-09-01,2099-06-29,0,0,EPA,0,NULL
6801,IMMEDIATE OFFICE OF THE ADMINISTRATOR OF EPA,6800,NULL,Other Agencies,EPA,0,NULL,2010-03-23,2010-03-23,0,0,EPA,0,NULL
6803,OFFICE OF GENERAL COUNSEL,6800,NULL,Other Agencies,EPA,0,NULL,2005-09-14,2005-09-14,0,0,EPA,0,NULL
6804,OFFICE OF THE INSPECTOR GENERAL,NULL,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6805,ASST ADMINISTRATOR FOR ADMINISTRATION & RESOURCES MGMT,6800,NULL,Other Agencies,EPA,0,NULL,2006-03-16,2012-08-01,0,0,EPA,0,NULL
6806,"ASST ADMINISTRATOR FOR POLICY, PLANNING AND EVALUATION",6800,NULL,Other Agencies,EPA,0,NULL,2006-08-11,2012-06-28,0,0,EPA,0,NULL
6809,ASSISTANT ADMINISTRATOR FOR INTERNATIONAL ACTIVITIES,6800,NULL,Other Agencies,EPA,0,NULL,2007-05-01,2007-05-01,0,0,EPA,0,NULL
680S,OFFICE OF THE ADMINISTRATOR FO EPA,6800,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6811,OFFICE OF CIVIL RIGHTS,6800,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6812,FEDERAL ASBESTOS TASK FORCE,6800,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6813,OFFICE OF ADMINISTRATIVE LAW JUDGES,6800,NULL,Other Agencies,EPA,0,NULL,2009-10-01,2009-10-01,0,0,EPA,0,NULL
6814,"ASSOCIATE ADMINISTRATION FOR COMMUNICATIONS, EDUCATION, AND PUBLIC AFFAIRS",6800,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6815,ASSOCIATE ADMINISTRATOR FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,6800,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6817,SCIENCE ADVISORY BOARD,6800,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6818,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,6800,NULL,Other Agencies,EPA,0,NULL,NULL,NULL,0,0,EPA,0,NULL
6820,ASSISTANT ADMINISTRATOR FOR AIR AND RADIATION,6800,NULL,Other Agencies,EPA,0,NULL,2004-08-23,2012-07-31,0,0,EPA,0,NULL
6825,ASSISTANT ADMINISTRATOR FOR ENFORCEMENT,6800,NULL,Other Agencies,EPA,0,NULL,2005-10-12,2012-07-25,0,0,EPA,0,NULL
6830,ASSISTANT ADMINISTRATOR FOR PESTICIDES AND TOXIC SUBSTANCES,6800,NULL,Other Agencies,EPA,0,NULL,2007-08-03,2010-03-24,0,0,EPA,0,NULL
6840,ASSISTANT ADMINISTRATOR FOR RESEARCH AND DEVELOPMENT,6800,NULL,Other Agencies,EPA,0,NULL,2004-10-07,2013-01-01,0,0,EPA,0,NULL
6845,ASSISTANT ADMINISTRATOR FOR WATER,6800,NULL,Other Agencies,EPA,0,NULL,2001-09-28,2012-07-30,0,0,EPA,0,NULL
6850,ASST ADMINISTRATOR FOR SOLID WASTE AND EMERGENCY RESPONSE,6800,NULL,Other Agencies,EPA,0,NULL,2010-02-22,2010-03-23,0,0,EPA,0,NULL
6855,ASSISTANT ADMINISTRATOR FOR REGIONAL OPERATIONS AND STATE/LOCAL RELATIONS,6800,NULL,Other Agencies,EPA,0,NULL,2004-07-28,2008-09-11,0,0,EPA,0,NULL
6900,"TRANSPORTATION, DEPARTMENT OF",NULL,NULL,Other Agencies,Transportation,0,NULL,1992-01-01,2013-09-30,0,0,Transportation,0,NULL
6901,IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION,NULL,NULL,Other Agencies,Transportation,0,NULL,1992-01-01,2013-09-30,0,0,Transportation,0,NULL
6902,OFFICE OF THE DEPUTY SECRETARY OF TRANSPORTATION,6900,NULL,Other Agencies,Transportation,0,NULL,2007-01-01,2007-09-07,0,0,Transportation,0,NULL
6903,OFFICE OF GENERAL COUNSEL,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6904,OFFICE OF INSPECTOR GENERAL,6900,NULL,Other Agencies,Transportation,0,NULL,2003-10-01,2007-10-01,0,0,Transportation,0,NULL
6905,OFFICE OF ADMINISTRATION,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6906,OFFICE OF BUDGET AND PROGRAMS,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6907,OFFICE OF GOVERNMENTAL AFFAIRS,6900,NULL,Other Agencies,Transportation,0,NULL,2008-10-23,2008-10-23,0,0,Transportation,0,NULL
6908,OFFICE OF PUBLIC AFFAIRS,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6909,OFFICE OF POLICY AND INTERNATIONAL AFFAIRS,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
690S,OFFICE OF THE SECRETARY OF TRANSPORTATION,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6911,OFFICE OF CIVIL RIGHTS,6900,NULL,Other Agencies,Transportation,0,NULL,2006-01-06,2006-01-06,0,0,Transportation,0,NULL
6912,CONTRACT APPEALS BOARD,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6913,OFFICE OF COMMERCIAL SPACE TRANSPORTATION,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6914,EXECUTIVE SECRETARIAT,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6915,OFFICE OF INTELLIGENCE AND SECURITY,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6917,DEPUTY SECRETARY OF TRANSPORTATION,6900,NULL,Other Agencies,NULL,0,NULL,2007-05-22,2007-05-22,0,0,NULL,0,NULL
6918,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6920,FEDERAL AVIATION ADMINISTRATION,NULL,NULL,Other Agencies,Transportation,0,NULL,1978-10-01,2207-10-01,0,0,Transportation,0,NULL
6922,ASSISTANT SECRETARY FOR AVIATION AND INTERNATIONALL AFFAIRS,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
6925,FEDERAL HIGHWAY ADMINISTRATION,NULL,NULL,Other Agencies,Transportation,0,NULL,1978-10-15,2014-09-16,0,0,Transportation,0,NULL
6930,FEDERAL RAILROAD ADMINISTRATION,NULL,NULL,Other Agencies,Transportation,0,NULL,1980-01-01,2013-10-01,0,0,Transportation,0,NULL
6938,MARITIME ADMINISTRATION,6938,NULL,Other Agencies,Transportation,0,NULL,1978-10-01,2013-09-30,0,0,Transportation,0,NULL
6940,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,6940,NULL,Other Agencies,Transportation,0,NULL,1992-01-01,2013-10-01,0,0,Transportation,0,NULL
6943,RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRATION,NULL,NULL,Other Agencies,Transportation,0,NULL,1992-01-01,2013-10-01,0,0,Transportation,0,NULL
6947,SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,6947,NULL,Other Agencies,Transportation,0,NULL,1992-01-01,2013-10-01,0,0,Transportation,0,NULL
6950,UNITED STATES COAST GUARD,NULL,NULL,Other Agencies,Transportation,0,NULL,1999-10-15,2010-03-17,0,0,Transportation,0,NULL
6953,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,NULL,NULL,Other Agencies,Transportation,0,NULL,2006-01-03,2010-01-14,0,0,Transportation,0,NULL
6955,FEDERAL TRANSIT ADMINISTRATION,6955,NULL,Other Agencies,Transportation,0,NULL,1992-02-01,2013-11-18,0,0,Transportation,0,NULL
6957,PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON,6957,NULL,Other Agencies,Transportation,0,NULL,1999-10-15,2013-09-30,0,0,Transportation,0,NULL
6959,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,6959,NULL,Other Agencies,Transportation,0,NULL,1990-10-01,2013-09-30,0,0,Transportation,0,NULL
6965,TRANSPORTATION SECURITY ADMINISTRATION,6965,NULL,Other Agencies,Transportation,0,NULL,2002-01-15,2005-06-06,0,0,Transportation,0,NULL
6991,NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK),6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
69NA,NORTH ATLANTIC ICE PATROL,6900,NULL,Other Agencies,Transportation,0,NULL,NULL,NULL,0,0,Transportation,0,NULL
7000,"HOMELAND SECURITY, DEPARTMENT OF",7000,NULL,DHS,NULL,0,NULL,2002-08-22,9008-09-22,0,0,NULL,0,NULL
7001,OFFICE OF PROCUREMENT OPERATIONS,NULL,NULL,DHS,OPO,0,NULL,2003-10-01,2014-02-01,0,0,OPO,0,NULL
7002,IMMEDIATE OFFICE OF THE SECRETARY,7000,NULL,DHS,NULL,0,NULL,2005-11-15,2013-07-15,0,0,NULL,0,NULL
7003,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,NULL,NULL,DHS,Other DHS,0,NULL,2002-07-15,2020-08-20,0,0,Other DHS,0,NULL
7004,OFFICE OF THE INSPECTOR GENERAL,NULL,NULL,DHS,Other DHS,0,NULL,2003-05-01,2013-09-30,0,0,Other DHS,0,NULL
7006,7006,7000,NULL,DHS,NULL,0,NULL,2003-10-01,2004-02-11,0,0,NULL,0,NULL
7007,FEDERAL EMERGENCY MANAGEMENT AGENCY,NULL,NULL,DHS,FEMA,NULL,NULL,NULL,NULL,0,0,FEMA,0,NULL
7008,U.S. COAST GUARD,NULL,NULL,DHS,COAST GUARD,0,NULL,1994-10-01,5006-05-07,0,0,COAST GUARD,0,NULL
7009,U.S. SECRET SERVICE,NULL,NULL,DHS,Other DHS,0,NULL,2003-03-01,2013-12-04,0,0,Other DHS,0,NULL
7010,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,7000,NULL,DHS,NULL,0,NULL,2005-02-16,2005-02-16,0,0,NULL,0,NULL
7011,IMMEDIATE OFF OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,7000,NULL,DHS,NULL,0,NULL,2004-01-13,2010-01-04,0,0,NULL,0,NULL
7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,NULL,NULL,DHS,ICE,0,NULL,2002-10-01,2014-02-27,0,0,ICE,0,NULL
7013,TRANSPORTATION SECURITY ADMINISTRATION,NULL,NULL,DHS,TSA,0,NULL,1996-10-01,2014-02-20,0,0,TSA,0,NULL
7014,U.S. CUSTOMS AND BORDER PROTECTION,NULL,NULL,DHS,CBP,0,NULL,2003-03-01,3010-03-16,0,0,CBP,0,NULL
7015,FEDERAL LAW ENFORCEMENT TRAINING CENTER,NULL,NULL,DHS,Other DHS,0,NULL,2003-03-01,2088-06-23,0,0,Other DHS,0,NULL
7020,OFFICE OF THE UNDER SECRETARY FOR EMERGENCY PREPAREDNESS AND RESPONSE,7000,NULL,DHS,NULL,0,NULL,NULL,NULL,0,0,NULL,0,NULL
7021,IMMEDIATE OFF OF THE UNDER SECRETARY FOR EMERGENCY PREPAREDNESS AND RESPONSE,7000,NULL,DHS,NULL,0,NULL,2004-10-29,2005-10-04,0,0,NULL,0,NULL
7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,NULL,NULL,DHS,FEMA,0,NULL,1998-10-15,3012-09-30,0,0,FEMA,0,NULL
7030,OFF OF THE UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION,7000,NULL,DHS,NULL,0,NULL,2003-11-14,2008-04-10,0,0,NULL,0,NULL
7031,IMMED OFF OF UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION,7000,NULL,DHS,NULL,0,NULL,2006-10-26,2010-01-26,0,0,NULL,0,NULL
7032,OFFICE FOR INFORMATION ANALYSIS,7000,NULL,DHS,Other DHS,0,NULL,2006-03-28,2007-02-10,0,0,Other DHS,0,NULL
7033,OFFICE FOR INFRASTRUCTURE PROTECTION,7000,NULL,DHS,Other DHS,0,NULL,2006-05-09,2008-03-11,0,0,Other DHS,0,NULL
