coloration.key,variable,Label,Display.Order,Color,RGB,shape,size,alpha,text.color,text.RGB,abbreviation
ContractingOffice,COMMANDING OFFICER TMO,COMMANDING OFFICER TMO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,COMNAVMARIANAS DET CAT GUAM,COMNAVMARIANAS DET CAT GUAM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,COMNAVREG EURAFSWA NAPLES IT,COMNAVREG EURAFSWA NAPLES IT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,COMNAVRESFOR,COMNAVRESFOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,COMPTROLLER,COMPTROLLER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,CONS/LGC,CONS/LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,CONSTRUCTION BATTALION CENTER,CONSTRUCTION BATTALION CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,CONTRACTING OFFICE,CONTRACTING OFFICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,CONTRACTING OFFICER,CONTRACTING OFFICER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ContractingOfficeName,ContractingOfficeName,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,CORPUS CHRISTI ARMY DEPOT,CORPUS CHRISTI ARMY DEPOT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,CSF LEARNING SITE SERE WEST,CSF LEARNING SITE SERE WEST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DAVID TAYLOR NAVAL SHIP R&D CTR,DAVID TAYLOR NAVAL SHIP R&D CTR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DAVIS TAYLOR NAVAL SHIP R&D CTR,DAVIS TAYLOR NAVAL SHIP R&D CTR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DCMA PROCUREMENT CENTER BOSTON,DCMA PROCUREMENT CENTER BOSTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DCMA PROCUREMENT CENTER CARSON,DCMA PROCUREMENT CENTER CARSON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DCMC LOCKHEED MARTIN DEFENSE SYS,DCMC LOCKHEED MARTIN DEFENSE SYS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DCMC LOCKHEED MARTIN MISSILES &,DCMC LOCKHEED MARTIN MISSILES &,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEF CONTRACT MGMT DISTRICT NE,DEF CONTRACT MGMT DISTRICT NE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEF CONTRACT MGMT DISTRICT WEST,DEF CONTRACT MGMT DISTRICT WEST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEF. CONTRACT. CMD. - WASHINGTON,DEF. CONTRACT. CMD. - WASHINGTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE ACTIVITY FOR,DEFENSE ACTIVITY FOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE ACTIVITY FOR NON-TRADITI,DEFENSE ACTIVITY FOR NON-TRADITI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE CONTRACT MANAGEMENT - GF,DEFENSE CONTRACT MANAGEMENT - GF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE CONTRACT MANAGEMENT - LO,DEFENSE CONTRACT MANAGEMENT - LO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE CONTRACT MANAGEMENT AGENCY,DEFENSE CONTRACT MANAGEMENT AGENCY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE CONTRACT MANAGEMENT AREA,DEFENSE CONTRACT MANAGEMENT AREA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE CONTRACT MANAGEMENT DIVI,DEFENSE CONTRACT MANAGEMENT DIVI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE CONTRACT MANAGMENT OFFICE,DEFENSE CONTRACT MANAGMENT OFFICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE DISTRIBUTION REGION WEST,DEFENSE DISTRIBUTION REGION WEST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE ENERGY SUPPORT CENTER,DEFENSE ENERGY SUPPORT CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DEFENSE PLANT MANAGEMENT OFFICE,","DEFENSE PLANT MANAGEMENT OFFICE,",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE PLANT REPRESENTATIVE OFF,DEFENSE PLANT REPRESENTATIVE OFF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEFENSE SUPPLY CENTER RICHMOND,DEFENSE SUPPLY CENTER \n RICHMOND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEPLOYMENT SUPPORT COMMAND (EAST,DEPLOYMENT SUPPORT COMMAND (EAST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEPLOYMENT SUPPORT COMMAND (WEST,DEPLOYMENT SUPPORT COMMAND (WEST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DES DRMS CONTRACTING SERVICES OFC,DES DRMS CONTRACTING SERVICES OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DES DSCP CONTRACTING SERVICES OFC,DES DSCP CONTRACTING SERVICES OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DET 1 21 CONS,DET 1 21 CONS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DET 1 AFRL/PK,DET 1 AFRL/PK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DET 1 AFRL/PKQ ACQUISITION TECH.,DET 1 AFRL/PKQ ACQUISITION TECH.,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DET 8 AFRL/PK,DET 8 AFRL/PK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DET 8 AFRL/PK (SUPPORTS VS),DET 8 AFRL/PK (SUPPORTS VS),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DET 8 AFRL/PKO,DET 8 AFRL/PKO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DET 8, AFRL/PK (SUPPORTS DE)","DET 8, AFRL/PK (SUPPORTS DE)",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DET 8, AFRL/PK (SUPPORTS OTHER)","DET 8, AFRL/PK (SUPPORTS OTHER)",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DIR. OF CONTRACTING,DIR. OF CONTRACTING,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DIRECTOR SUBMARINE FORCE US,DIRECTOR SUBMARINE FORCE US,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DIRECTORATE OF CONTRACTING,DIRECTORATE OF CONTRACTING,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DIRECTORATE OF PENINSULA CONTRG,DIRECTORATE OF PENINSULA CONTRG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA AVIATION,DLA AVIATION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DLA AVIATION AT CHERRY POINT, NC","DLA AVIATION AT CHERRY POINT, NC",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DLA AVIATION AT JACKSONVILLE, FL","DLA AVIATION AT JACKSONVILLE, FL",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DLA AVIATION AT OGDEN, UT","DLA AVIATION AT OGDEN, UT",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DLA AVIATION AT OKLAHOMA CITY, OK","DLA AVIATION AT OKLAHOMA CITY, OK",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA AVIATION AT SAN DIEGO,DLA AVIATION AT SAN DIEGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DLA AVIATION AT WARNER ROBINS, GA","DLA AVIATION AT WARNER ROBINS, GA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA AVIATION COLUMBUS OH,DLA AVIATION COLUMBUS OH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA AVIATION RICHMOND VA,DLA AVIATION RICHMOND VA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA BSM-ENTERPRISE SITE OF BOSS,DLA BSM-ENTERPRISE SITE OF BOSS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA CONTRACTING SERVICES OFFICE,DLA CONTRACTING \n SERVICES OFFICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA CONTRACTING SVCS OFF COLUMBUS,DLA CONTRACTING SVCS OFF COLUMBUS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DEF REUTILIZATION MKTG SERVICE,DLA DEF REUTILIZATION MKTG SERVICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DISPOSITION SERVICES,DLA DISPOSITION SERVICES,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DISPOSITION SERVICES -  EBS,DLA DISPOSITION SERVICES -  EBS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DISPOSITION SERVICES - EBS,DLA DISPOSITION SERVICES - EBS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DISPOSITION SERVICES - PACIFIC,DLA DISPOSITION SERVICES - PACIFIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DISPOSITION SERVICES J-761,DLA DISPOSITION SERVICES J-761,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DISTRIBUTION,DLA DISTRIBUTION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DOCUMENT SERVICES,DLA DOCUMENT SERVICES,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DOCUMENT SERVICES - BANGOR,DLA DOCUMENT SERVICES - BANGOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA DOCUMENT SERVICES RAMSTEIN,DLA DOCUMENT SERVICES RAMSTEIN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"DLA DOCUMENT SERVICES, PEARL HARBOR","DLA DOCUMENT SERVICES, PEARL HARBOR",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA ENERGY,DLA ENERGY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA ENERGY AEROSPACE ENRGY-DLAE-M,DLA ENERGY AEROSPACE ENRGY-DLAE-M,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA LAND AND MARI SUPP OPER,DLA LAND AND MARI SUPP OPER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA LAND AND MARITIME,DLA LAND AND MARITIME,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA LAND AND MARITIME - ALBANY,DLA LAND AND MARITIME - ALBANY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA LAND AND MARITIME SUPPLIER,DLA LAND AND MARITIME SUPPLIER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA LAND AT ABERDEEN,DLA LAND AT ABERDEEN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA LAND WARREN,DLA LAND WARREN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA LOGISTICS INFORMATION SERVICE,DLA LOGISTICS \n INFORMATION SERVICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA MARITIME - NORFOLK,DLA MARITIME - NORFOLK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA MARITIME - PEARL HARBOR,DLA MARITIME - PEARL HARBOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA MARITIME - PORTSMOUTH,DLA MARITIME - PORTSMOUTH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA MARITIME - PUGET SOUND,DLA MARITIME - PUGET SOUND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA OKLAHOMA CITY,DLA OKLAHOMA CITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA STRATEGIC MATERIALS,DLA STRATEGIC MATERIALS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA SUPPORT SERVICES - DSS,DLA SUPPORT SERVICES - DSS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT,DLA TROOP SUPPORT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E,DLA TROOP SUPPORT C&E,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E (CLASS IV),DLA TROOP SUPPORT C&E (CLASS IV),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E (FES),DLA TROOP SUPPORT C&E (FES),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E (HVAC),DLA TROOP SUPPORT C&E (HVAC),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E (LGHTNG I),DLA TROOP SUPPORT C&E (LGHTNG I),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E (LGTNG II),DLA TROOP SUPPORT C&E (LGTNG II),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E (MAT&ME),DLA TROOP SUPPORT C&E (MAT&ME),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E (SOE),DLA TROOP SUPPORT C&E (SOE),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E CONTAINERS,DLA TROOP SUPPORT C&E CONTAINERS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E HARDWARE,DLA TROOP SUPPORT C&E HARDWARE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E MANU&CON,DLA TROOP SUPPORT C&E MANU&CON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E SMSG CORP,DLA TROOP SUPPORT C&E SMSG CORP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT C&E T&IFO EQ,DLA TROOP SUPPORT C&E T&IFO EQ,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT DIR OF SUB,DLA TROOP SUPPORT DIR OF SUB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT EUROPE&AFRICA,DLA TROOP SUPPORT EUROPE&AFRICA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT EUROPEAN REGION,DLA TROOP SUPPORT EUROPEAN REGION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT MEDICAL SUPPLY CH,DLA TROOP SUPPORT MEDICAL SUPPLY CH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT MEDICAL SUPPLY CHAIN FSA,DLA TROOP SUPPORT MEDICAL SUPPLY CHAIN FSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT MEDICAL SUPPLY CHAIN FSG,DLA TROOP SUPPORT MEDICAL SUPPLY CHAIN FSG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT PACIFIC,DLA TROOP SUPPORT PACIFIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT PACIFIC REGION,DLA TROOP SUPPORT PACIFIC REGION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROOP SUPPORT SUBSISTENCE SUPPLY CHAIN,DLA TROOP SUPPORT SUBSISTENCE SUPPLY CHAIN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DLA TROP SUPPORT C&E HARDWARE,DLA TROP SUPPORT C&E HARDWARE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DOD/DEPARTMENT OF THE AIR FORCE,DOD/DEPARTMENT OF THE AIR FORCE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DOD/DEPARTMENT OF THE NAVY,DOD/DEPARTMENT OF THE NAVY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DON ASSISTANT FOR ADMINISTRATION,DON ASSISTANT FOR ADMINISTRATION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DON/AA,DON/AA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,DWIGHT DAVID EISENHOWER MED CENT,DWIGHT DAVID EISENHOWER MED CENT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ELECTRONIC ATTACK SQUADRON VAQ 129,ELECTRONIC ATTACK SQUADRON VAQ 129,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ELECTRONIC SYSTEMS COMMAND,ELECTRONIC SYSTEMS COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/ACK,ESC/ACK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/AWK,ESC/AWK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/CXK,ESC/CXK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/DI,ESC/DI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/DIAK,ESC/DIAK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/DIBK,ESC/DIBK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/DIGK,ESC/DIGK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/DIK,ESC/DIK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/DISK,ESC/DISK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/FD,ESC/FD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/FXK,ESC/FXK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/GAK,ESC/GAK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/IAK,ESC/IAK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/IYK,ESC/IYK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/JSK,ESC/JSK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/MAK,ESC/MAK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/MCK,ESC/MCK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/NDK,ESC/NDK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/PK  ELECTRONICS SYSTEM CTR,ESC/PK  ELECTRONICS SYSTEM CTR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/PKO,ESC/PKO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/PKR R & D CONTRACTING,ESC/PKR R & D CONTRACTING,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/PKX CUSTOMER SUPPORT TEAM,ESC/PKX CUSTOMER SUPPORT TEAM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/SRK,ESC/SRK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ESC/TNK,ESC/TNK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,EURO-HSSA,EURO-HSSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,EXPEDITIONARY COMBAT CAMERA,EXPEDITIONARY COMBAT CAMERA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,EXPEDITIONARY COMBAT READINESS CTR,EXPEDITIONARY COMBAT READINESS CTR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,EXPLOSIVE ORDNANCE DISPOSAL GROU,EXPLOSIVE ORDNANCE DISPOSAL GROU,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,EXPLOSIVE ORDNANCE DISPOSAL GROUP 1,EXPLOSIVE ORDNANCE DISPOSAL GROUP 1,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,EXPLOSIVE ORDNANCE DISPOSAL GROUP 2,EXPLOSIVE ORDNANCE DISPOSAL GROUP 2,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,EXPLOSIVE ORDNANCE DISPOSAL MOBI,EXPLOSIVE ORDNANCE DISPOSAL MOBI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA0021 AFICA 765 SCONF,FA0021 AFICA 765 SCONF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA1500  55 CONS LGCD,FA1500  55 CONS LGCD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2103  STRATEGIC SYST AAC EBB,FA2103  STRATEGIC SYST AAC EBB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2263  AFLCMC WNMRP,FA2263  AFLCMC WNMRP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2330  ESC 851 ELSG PK,FA2330  ESC 851 ELSG PK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2486  AFTC PZZ,FA2486  AFTC PZZ,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2487  AFTC PZIE EGLIN,FA2487  AFTC PZIE EGLIN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2517  21 CONS LGC,FA2517  21 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2521  45 CONS LGC,FA2521  45 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2523  DET 1 21 CON SQ,FA2523  DET 1 21 CON SQ,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2543  460 CONF LGC,FA2543  460 CONF LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2550  50 CONS LGCP,FA2550  50 CONS LGCP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2816 SMC PKO,FA2816 SMC PKO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2823  AFTC PZIO,FA2823  AFTC PZIO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2835  AFLCMC HANSCOM PZI,FA2835  AFLCMC HANSCOM PZI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA2860  11 CONS LGC,FA2860  11 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3002  338 SCONS CC,FA3002  338 SCONS CC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3010  81 CONS CC,FA3010  81 CONS CC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3016  502 CONS CL            JBSA,FA3016  502 CONS CL            JBSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3020  82 CONS LGC,FA3020  82 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3022  14 CONS LGCA,FA3022  14 CONS LGCA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3029  71 FTW CVC        VANCE AFB,FA3029  71 FTW CVC        VANCE AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3030  17 CONS CC,FA3030  17 CONS CC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3047  802 CONS CC JBSA,FA3047  802 CONS CC JBSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3089  902 CONS LGC           JBSA,FA3089  902 CONS LGC           JBSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3099  47 CONS-CC,FA3099  47 CONS-CC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA3300  42 CONS CC,FA3300  42 CONS CC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4407  375 CONS LGC,FA4407  375 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4416  316 CONS LGC,FA4416  316 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4417  1 SOCONS LGC,FA4417  1 SOCONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4418  628 CONS LGC,FA4418  628 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4419  97 CONS CC,FA4419  97 CONS CC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4424  60 CS SCQ,FA4424  60 CS SCQ,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4427  60 CONS LGC,FA4427  60 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4428  USTRANSCOM TCAQ,FA4428  USTRANSCOM TCAQ,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4452  763 SCONS PKP,FA4452  763 SCONS PKP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4460  19 CONS LGC,FA4460  19 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4479  62 CONS LGC,FA4479  62 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4484  87 CONS LGC,FA4484  87 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4486  65 CONS DA LGC,FA4486  65 CONS DA LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4488  43 CONS LGC,FA4488  43 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4497  436 CONS LGC,FA4497  436 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4521  HQ ACC A7K,FA4521  HQ ACC A7K,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4528  5 CONS LGCP,FA4528  5 CONS LGCP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4600  55 CONS LGC,FA4600  55 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4608 2 CONS LGCP,FA4608 2 CONS LGCP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4610  30 CONS LGC,FA4610  30 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4613  90 CONS LGC,FA4613  90 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4620  92 CONS LGC,FA4620  92 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4621  22 CONS LGC,FA4621  22 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4625  509 CONS CC,FA4625  509 CONS CC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4626  341 CONS  LGC,FA4626  341 CONS  LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4654  434 CONF LGC,FA4654  434 CONF LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4659  319 CONS LGC,FA4659  319 CONS LGC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4661  7 CONS CD,FA4661  7 CONS CD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,FA4664  452 LG LGC,FA4664  452 LG LGC,37,red,#AA4643,,,,default grey,#554449,
