ParentID,Ticker,ShortName,BloombergID,DIIGIndex,LargeGreaterThan1B,LargeGreaterThan3B,PMC,HRFprivatemilitary,SIGIRprivemilitary,SIGIRDuns,Subsidiary,MergerYear,RevenueInMillions,RevenueYear,RevenueSourceLink,Replace,JointVenture,LastYear,FirstYear,SizeGuess,NumberOfYears,DACIM,UnknownCompany,FPDSannualRevenue,Top100Federal,AlwaysDisplay,MergerDate,MergerURL,FirstDate,FirstURL,SpunOffFrom,Top6,HooverID,LexisNexisID,TopStandardizedVendor,CSIScreatedDate,CSISmodifiedDate,CSISmodifiedBy,overrideparentdunsnumber,parentheadquarterscountrycode,IsForeign,isinternationalNGO,isenterprise,ismultilateral,isngo,isgovernment,multilateraltype,isfaithbased,isnetwork,ispublicprivatepartnership,isUniversityorResearchInstitute,topISO3countrycode,totalamount,topISO3countrytotalamount,isInNeedOfInvestigation,isoverrideISO3countrycode,isnonprofit,IsPreTop6,IsSiliconValley,EntityID,Abbreviation
ATTACHMENTS INTERNATIONAL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154503,NULL
ATTRANSCO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,ATTRANSCO,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,3678000.0000,3678000.0000,0,NULL,NULL,NULL,NULL,683092,NULL
AUGUST TRADING,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,14450813.0000,14450813.0000,0,NULL,NULL,NULL,NULL,683101,NULL
Aurat Publication and Information Service Foundation,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-26 23:13:10.517,Automated VendorCategory assignment by CSIS\GSanders,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,0,PAK,18618429.0000,18618429.0000,1,NULL,1,NULL,NULL,1154504,NULL
AURORA FLIGHT SCIENCES,AFS*,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1154505,AFS*
AUSTAL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,503.0000,2011,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,3005594385.0900,3005589933.0900,0,NULL,NULL,NULL,NULL,683106,NULL
AUSTIN HANSEN,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,3,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,118602.0000,118602.0000,0,NULL,NULL,NULL,NULL,683108,NULL
AUTODESK,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2006,NULL,0,3,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,2434065.4600,2434065.4600,0,NULL,NULL,NULL,NULL,683119,NULL
AUTOMATED COATINGS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2017-03-25 14:21:43.493,CSIS\GSanders,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1154506,NULL
AUTOMATIC COATING,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2017-03-25 14:32:56.103,CSIS\GSanders,NULL,CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1154507,NULL
AUTOMETRIC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,26788334.0000,26788334.0000,0,NULL,NULL,NULL,NULL,683124,NULL
AUTRY MARVIN,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,323780.7500,323780.7500,0,NULL,NULL,NULL,NULL,683143,NULL
"AV EX, AVIATION EXCELLENCE",NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154508,NULL
"AVAG Solutions, Ltd",NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-18 16:00:33.853,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,NULL,NULL,NULL,1,0,0,0,NULL,0,NULL,NULL,0,ARM,129354.7100,129354.7100,NULL,NULL,0,NULL,NULL,683144,NULL
AVALON COMMUNITY SERVICES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,3,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,712660.1000,712660.1000,0,NULL,NULL,NULL,NULL,683146,NULL
AVALON CORRECTIONAL SVC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154509,NULL
AVALON SYSTEMS PTY,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1004110.4000,1004110.4000,0,NULL,NULL,NULL,NULL,683148,NULL
"AVATAS AEROSPACE, INC [KILLICK CAPITAL]",NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154510,NULL
AVAYA,NULL,NULL,NULL,0,1,1,0,0,0,0,0,NULL,5171.0000,2012,http://pdf.secdatabase.com/1602/0001116521-12-000009.pdf,NULL,0,NULL,NULL,0,NULL,1,0,149,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1373402616.1800,1373402616.1800,0,NULL,NULL,NULL,NULL,683149,NULL
AVBORNE HEAVY MAINTENANCE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154511,NULL
AVCORP INDUSTRIES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154512,NULL
AVER STAR,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,12,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,683156,NULL
AVERSTAR,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,3,0,0,1100,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,69448022.5100,69128369.5100,0,NULL,NULL,NULL,NULL,683159,NULL
AVIALL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,3,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,3044787.5000,3044787.5000,0,NULL,NULL,NULL,NULL,683168,NULL
AVIC II [CHANGHE AIRCRAFT INDUSTRIES CORP ],NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154513,NULL
AVID TECHNOLOGY,AVID US Equity,AVID TECHNOLOGY,AVID  US Equity,0,0,0,0,0,0,0,0,NULL,845.0000,2009,NULL,NULL,0,2008,NULL,0,7,0,0,51,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,94755758.6000,94755758.6000,0,NULL,NULL,NULL,NULL,683172,"AVID "
Avis Budget Group,NULL,--,CAR US Equity,0,1,1,0,0,0,0,0,NULL,5131.0000,NULL,NULL,NULL,0,NULL,NULL,1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SEN,33000.0000,33000.0000,0,NULL,NULL,NULL,NULL,683179,NULL
AVISTA,AVA US Equity,AVISTA CORP,AVA   US Equity,0,1,0,0,0,0,0,0,NULL,1513.0000,2009,NULL,NULL,0,2008,NULL,1,6,0,0,564,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43027771.7100,22582556.3900,0,NULL,NULL,NULL,NULL,683181,"AVA "
AVNET,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2005,NULL,0,2,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,53983869.0700,53983869.0700,0,NULL,NULL,NULL,NULL,683182,NULL
AVOCENT HUNTSVILLE,AVCT US Equity,AVOCENT CORP,AVCT  US Equity,0,0,0,0,0,0,0,0,NULL,657.0000,2009,NULL,NULL,0,2008,NULL,0,4,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,17810449.7200,17810449.7200,0,NULL,NULL,NULL,NULL,683183,"AVCT "
AVON RUBBER,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1216910,NULL
AVONDALE INDUSTRIES [NORTHROP GRUMMAN],NULL,NULL,NULL,0,0,0,0,0,0,0,1,2000,500.0000,2000,http://www.fundinguniverse.com/company-histories/Avondale-Industries-Company-History.html,NULL,0,1999,NULL,0,2,0,0,0,0,0,2000-01-01 00:00:00.000,http://articles.latimes.com/1999/jun/04/business/fi-43998,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2014-12-11 11:20:10.513,CSIS\JEllman,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,683184,NULL
AVTRON MANUFACTURING,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,29,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,37389973.9700,37389973.9700,0,NULL,NULL,NULL,NULL,683186,NULL
AVURE TECHNOLOGIES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154514,NULL
AWIN MANAGEMENT,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2017-01-23 18:11:07.147,Automated from of amounts and vendorcountry by CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,780477.6563,780477.6563,0,NULL,NULL,NULL,NULL,683189,NULL
AWK CONSULTING,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,6305611.0000,6305611.0000,0,NULL,NULL,NULL,NULL,683190,NULL
AWR,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154515,NULL
AXEL JOHNSON,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,SPIRENT COMMUNICATIONS OF ROCK,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,0.0000,0.0000,0,NULL,NULL,NULL,NULL,683192,NULL
AXIENT,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1216911,NULL
AXXON,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154516,NULL
AYALA FOUNDATION INC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-26 23:13:10.517,Automated VendorCategory assignment by CSIS\GSanders,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,0,PHL,1497208.0000,1497208.0000,NULL,NULL,1,NULL,NULL,683197,NULL
AYDIN,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,6188806.0000,5799806.0000,0,NULL,NULL,NULL,NULL,683198,NULL
AZ county-level governments,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1154517,NULL
AZ local-level governments,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1154518,NULL
AZ state government,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,683201,NULL
AZERBAIJANI LAWYERS' CONFEDERATION,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-26 23:13:10.517,Automated VendorCategory assignment by CSIS\GSanders,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,0,AZE,750000.0000,750000.0000,1,NULL,1,NULL,NULL,1154519,NULL
AZEUROTEL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,NULL,1,0,0,0,NULL,0,NULL,NULL,0,AZE,36000.0000,36000.0000,1,NULL,0,NULL,NULL,683202,NULL
AZIMA HOLDINGS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,310,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,5980981.4200,5980981.4200,0,NULL,NULL,NULL,NULL,683204,NULL
AZIMUTH TECHNOLOGIES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,3,0,0,1714,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,33293344.0000,33293344.0000,0,NULL,NULL,NULL,NULL,683205,NULL
B & H PHOTO VIDEO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,NULL,1,0,0,0,NULL,0,NULL,NULL,0,USA,434074.0000,434074.0000,1,NULL,0,NULL,NULL,683206,NULL
B & K RENTALS AN,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,5,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,2311135.5600,2311135.5600,0,NULL,NULL,NULL,NULL,683207,NULL
B BRAUN OF AME,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,1945,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,33903575.8900,33903575.8900,0,NULL,NULL,NULL,NULL,683209,NULL
B/E AEROSPACE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1154520,NULL
