CSISbudgetLineKey,AccountDSI,DefenseOrganization,BudgetActivity,BudgetSubActivity,LineItem,ProgramElement,CSISbudgetLineTitle,IsLineItemAlsoLineNumber,CSIScreateddate,CSISmodifiedDate,CSISmodifiedBy
PROC~2031A~ARMY~2~10~0330A01234,2031A,ARMY,2,10,0330A01234,NULL,C12 AIRCRAFT MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~0420A00020,2031A,ARMY,2,10,0420A00020,NULL,MQ-1 Payload - UAS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~0430A00025,2031A,ARMY,2,10,0430A00025,NULL,MQ-1 WEAPONIZATION - UAS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~0756AA6601,2031A,ARMY,2,10,0756AA6601,NULL,Gray Eagle Mods2,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~1032AZ2000,2031A,ARMY,2,10,1032AZ2000,NULL,Guardrail Mods (MIP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~1036AZ2001,2031A,ARMY,2,10,1036AZ2001,NULL,MULTI SENSOR ABN RECON (MIP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~1040AZ2050,2031A,ARMY,2,10,1040AZ2050,NULL,ARL MODS (TIARA),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~2334AA0150,2031A,ARMY,2,10,2334AA0150,NULL,AH1F MODS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~2706AA6605,2031A,ARMY,2,10,2706AA6605,NULL,AH-64 MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~3264AA0252,2031A,ARMY,2,10,3264AA0252,NULL,Ch-47 Cargo Helicopter Mods (MYP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~3265AA0254,2031A,ARMY,2,10,3265AA0254,NULL,CH-47 ICH,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~3266AA0254,2031A,ARMY,2,10,3266AA0254,NULL,CH-47 ICH,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~3403A02111,2031A,ARMY,2,10,3403A02111,NULL,GRCS SEMA Mods (MIP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~3404A02110,2031A,ARMY,2,10,3404A02110,NULL,ARL SEMA Mods (MIP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~3405A02112,2031A,ARMY,2,10,3405A02112,NULL,EMARSS SEMA Mods (MIP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~4194AA0270,2031A,ARMY,2,10,4194AA0270,NULL,Utility/Cargo Airplane Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~4752AA0400,2031A,ARMY,2,10,4752AA0400,NULL,OH-58 MODS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~5310AA0560,2031A,ARMY,2,10,5310AA0560,NULL,Aircraft Long Range Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~5682AA6670,2031A,ARMY,2,10,5682AA6670,NULL,LONGBOW,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~6426AB0602,2031A,ARMY,2,10,6426AB0602,NULL,UH-1 MODS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~6949AA0480,2031A,ARMY,2,10,6949AA0480,NULL,Utility Helicopter Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~7542AZ2200,2031A,ARMY,2,10,7542AZ2200,NULL,Kiowa Warrior Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~7728AB3000,2031A,ARMY,2,10,7728AB3000,NULL,PROPHET AIR (TIARA),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~8472AA0700,2031A,ARMY,2,10,8472AA0700,NULL,Airborne Avionics,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~8658AA0712,2031A,ARMY,2,10,8658AA0712,NULL,Network And Mission Plan,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~8659AA0723,2031A,ARMY,2,10,8659AA0723,NULL,"Comms, Nav Surveillance",0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~8660A00713,2031A,ARMY,2,10,8660A00713,NULL,Degraded Visual Environment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~8662A01006,2031A,ARMY,2,10,8662A01006,NULL,Aviation ASSURED PNT,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~8844AA0720,2031A,ARMY,2,10,8844AA0720,NULL,ASE MODS (SIRFC),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~8848AA0722,2031A,ARMY,2,10,8848AA0722,NULL,ASE MODS (ATIRCM),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~8858AA0701,2031A,ARMY,2,10,8858AA0701,NULL,GATM,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~8859AA0711,2031A,ARMY,2,10,8859AA0711,NULL,Gatm Rollup,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~8868AA0702,2031A,ARMY,2,10,8868AA0702,NULL,AIRBORNE DIGITIZATION,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~9030AA0725,2031A,ARMY,2,10,9030AA0725,NULL,MODIFICATIONS < $5.0M,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~9555A00018,2031A,ARMY,2,10,9555A00018,NULL,RQ-7 UAV MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~9555B00301,2031A,ARMY,2,10,9555B00301,NULL,RQ-7 UAV MODS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~2~10~9556A01002,2031A,ARMY,2,10,9556A01002,NULL,UAS MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~2~10~C012A0,2031A,ARMY,2,10,C012A0,NULL,C-12A,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~20~99~FY2011CR,2031A,ARMY,20,99,FY2011CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~20~99~FY2013CR,2031A,ARMY,20,99,FY2013CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~20~99~FY2017CR,2031A,ARMY,20,99,FY2017CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~20~99~FY2018CR,2031A,ARMY,20,99,FY2018CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~3~10~0420AA0950,2031A,ARMY,3,10,0420AA0950,NULL,Spare Parts (AIR),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~10~3632AZ3504,2031A,ARMY,4,10,3632AZ3504,NULL,Aircraft Survivability Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~10~5044AZ3507,2031A,ARMY,4,10,5044AZ3507,NULL,Survivability CM,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~10~5397AZ3517,2031A,ARMY,4,10,5397AZ3517,NULL,CMWS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~10~5399AZ3537,2031A,ARMY,4,10,5399AZ3537,NULL,Common Infrared Countermeasures (CIRCM),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~0030AA0710,2031A,ARMY,4,30,0030AA0710,NULL,AIRBORNE COMMAND & CONTROL,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2031A~ARMY~4~30~0832AZ3000,2031A,ARMY,4,30,0832AZ3000,NULL,Avionics Support Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~5212AZ3100,2031A,ARMY,4,30,5212AZ3100,NULL,Common Ground Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~6380AZ3110,2031A,ARMY,4,30,6380AZ3110,NULL,Aircrew Integrated Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~6818AA0050,2031A,ARMY,4,30,6818AA0050,NULL,Air Traffic Control,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~8132AZ3300,2031A,ARMY,4,30,8132AZ3300,NULL,Industrial Facilities,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~9154A50100,2031A,ARMY,4,30,9154A50100,NULL,"Launcher, 2.75 Rocket",0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~9157J01200,2031A,ARMY,4,30,9157J01200,NULL,Launcher Guided Missile: Longbow Hellfire XM2,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~9161AA0705,2031A,ARMY,4,30,9161AA0705,NULL,Airborne Communications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2031A~ARMY~4~30~9900AZ9999,2031A,ARMY,4,30,9900AZ9999,NULL,CLOSED ACCOUNT ADJUSTMENT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~10~6588CA0275,2032A,ARMY,2,10,6588CA0275,NULL,OTHER MISSILE SUPPORT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~10~7152C49100,2032A,ARMY,2,10,7152C49100,NULL,Patriot System Summary,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~10~7153C50016,2032A,ARMY,2,10,7153C50016,NULL,System Integration and Test Procurement,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~10~7434C49200,2032A,ARMY,2,10,7434C49200,NULL,PATRIOT PAC-3,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~10~7845C50001,2032A,ARMY,2,10,7845C50001,NULL,PATRIOT/MEADS CAP SYSTEM SUMMARY,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~10~8082C14300,2032A,ARMY,2,10,8082C14300,NULL,M-SHORAD - Procurement,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~10~8260C53101,2032A,ARMY,2,10,8260C53101,NULL,MSE Missile,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~10~8280C18500,2032A,ARMY,2,10,8280C18500,NULL,STINGER SYSTEM SUMMARY,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~10~8540C29600,2032A,ARMY,2,10,8540C29600,NULL,PRECISION STRIKE MISSILE (PRSM),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~10~8600C14900,2032A,ARMY,2,10,8600C14900,NULL,AVENGER SYSTEM SUMMARY,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~10~8930C61001,2032A,ARMY,2,10,8930C61001,NULL,INDIRECT FIRE PROTECTION CAPABILITY INC 2-I,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~10~9001C81001,2032A,ARMY,2,10,9001C81001,NULL,Surface-Launched Amraam System Summary:,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~20~1338C70000,2032A,ARMY,2,20,1338C70000,NULL,Hellfire Sys Summary,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~20~2605C70302,2032A,ARMY,2,20,2605C70302,NULL,Joint Air-to-Ground MSLS (JAGM),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~20~2607C71300,2032A,ARMY,2,20,2607C71300,NULL,Long Range Precision Munition,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~20~2610C70301,2032A,ARMY,2,20,2610C70301,NULL,APKWS (ADVANCED PRECISION KILL WEAPON SYSTEM),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~30~0648CC0007,2032A,ARMY,2,30,0648CC0007,NULL,Javelin (Aaws-M) System Summary,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~1192H09000,2032A,ARMY,2,30,1192H09000,NULL,LINE OF SIGHT ANTI-TANK (LOSAT) SYSTEM SUM,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~30~2104C59300,2032A,ARMY,2,30,2104C59300,NULL,TOW 2 System Summary,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~4500C64501,2032A,ARMY,2,30,4500C64501,NULL,BCT Non Line of Sight Launch System - Increme,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~5900C65400,2032A,ARMY,2,30,5900C65400,NULL,MLRS ROCKET,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~30~6005C64400,2032A,ARMY,2,30,6005C64400,NULL,Guided MLRS Rocket (GMLRS),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~6010C65404,2032A,ARMY,2,30,6010C65404,NULL,GUIDED MLRS ROCKET (GMLRS),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~30~6060C65405,2032A,ARMY,2,30,6060C65405,NULL,MLRS Reduced Range Practice Rockets (RRPR),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~6100C66400,2032A,ARMY,2,30,6100C66400,NULL,MLRS LAUNCHER SYSTEMS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~30~6200C02901,2032A,ARMY,2,30,6200C02901,NULL,High Mobility Artillery Rocket System (HIMARS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~6295C03000,2032A,ARMY,2,30,6295C03000,NULL,HIMARS LAUNCHER,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~30~6472C98510,2032A,ARMY,2,30,6472C98510,NULL,ARMY TACTICAL MSL SYS (ATACMS) - SYS SUM,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~6800CA6101,2032A,ARMY,2,30,6800CA6101,NULL,ATACMS BLKII SYSTEM SUMMARY,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~2~30~6870C88001,2032A,ARMY,2,30,6870C88001,NULL,LETHAL MINIATURE AERIAL MISSILE SYSTEM (LMAMS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~2~30~6900C09100,2032A,ARMY,2,30,6900C09100,NULL,MULTI PURPOSE INDV MUN,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~20~99~FY2011CR,2032A,ARMY,20,99,FY2011CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~20~99~FY2013CR,2032A,ARMY,20,99,FY2013CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~20~99~FY2017CR,2032A,ARMY,20,99,FY2017CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~20~99~FY2018CR,2032A,ARMY,20,99,FY2018CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~0962C50700,2032A,ARMY,3,10,0962C50700,NULL,Patriot Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~1823CA6700,2032A,ARMY,3,10,1823CA6700,NULL,ATACMS MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~1824C57701,2032A,ARMY,3,10,1824C57701,NULL,GMLRS MOD,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~2684C20000,2032A,ARMY,3,10,2684C20000,NULL,Stinger Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~2690CE8710,2032A,ARMY,3,10,2690CE8710,NULL,AVENGER MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~3000CC1000,2032A,ARMY,3,10,3000CC1000,NULL,JAVELIN MISSILE MODS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~3~10~3972C61700,2032A,ARMY,3,10,3972C61700,NULL,Itas/Tow Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~6552C67500,2032A,ARMY,3,10,6552C67500,NULL,MLRS Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~6580C67501,2032A,ARMY,3,10,6580C67501,NULL,Himars Modifications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~3~10~6700C71500,2032A,ARMY,3,10,6700C71500,NULL,Hellfire Modifications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~4~10~1242CA0250,2032A,ARMY,4,10,1242CA0250,NULL,Spares and Repair Parts,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~5~10~1242C93000,2032A,ARMY,5,10,1242C93000,NULL,Air Defense Targets,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~5~10~3902CL2000,2032A,ARMY,5,10,3902CL2000,NULL,Items Less Than $5.0m (Missiles),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~5~10~4094HL2000,2032A,ARMY,5,10,4094HL2000,NULL,MISSILE DEMILITARIZATION,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2032A~ARMY~5~10~4662CA0100,2032A,ARMY,5,10,4662CA0100,NULL,Production Base Support,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2032A~ARMY~5~10~9900CX9999,2032A,ARMY,5,10,9900CX9999,NULL,Closed Account Adjustments,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2033A~ARMY~1~10~0330GA5208,2033A,ARMY,1,10,0330GA5208,NULL,ABRAMS TRNG DEV MOD,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2033A~ARMY~1~10~2897G80718,2033A,ARMY,1,10,2897G80718,NULL,Bradley Program,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2033A~ARMY~1~10~2944G80819,2033A,ARMY,1,10,2944G80819,NULL,Armored Multi Purpose Vehicle (AMPV),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2033A~ARMY~1~10~3078G20900,2033A,ARMY,1,10,3078G20900,NULL,BRADLEY FVS TRAINING DEVICES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2033A~ARMY~1~10~3084G84600,2033A,ARMY,1,10,3084G84600,NULL,HAB TRAINING DEVICES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2033A~ARMY~1~10~3450GZ2500,2033A,ARMY,1,10,3450GZ2500,NULL,Bradley Training Devices (MOD),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2033A~ARMY~1~10~6984GB1300,2033A,ARMY,1,10,6984GB1300,NULL,Abrams Tank Training Devices,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~2033A~ARMY~1~10~7175G85101,2033A,ARMY,1,10,7175G85101,NULL,STRYKER,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~2033A~ARMY~1~10~7180G85100,2033A,ARMY,1,10,7180G85100,NULL,Stryker Vehicle,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
