ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID
452	AN/UGC-74 FATT PAGE PRINT	AN/UGC-74 FATT PAGE PRINTER	1GDR	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	5239886.0000	1990	1994	Electronics, Comms, & Sensors	5555000.0000	HONEYWELL	2879000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
453	AN/TSQ-114	AN/TSQ-114	1GDW	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	1027659.0000	1990	2003	Electronics, Comms, & Sensors	1100000.0000	ESL	1255762.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
454	AN/TSC-61 FLIGHT COORD CT	AN/TSC-61 FLIGHT COORD CTRL	1GDX	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	551049.0000	1991	1995	Electronics, Comms, & Sensors	491000.0000	NULL	443049.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
455	AN/TTC-39(Z) SYSTEM	AN/TTC-39(Z) SYSTEM	1GDY	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	55400061.0000	1990	2003	Electronics, Comms, & Sensors	22510699.0000	GTE	52368675.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
456	NOE COMM EQUIP	NOE COMM EQUIP	1GDZ	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	28897759.0000	1993	2003	Electronics, Comms, & Sensors	7552427.0000	NULL	12187249.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
457	TSEC/KY-57	TSEC/KY-57	1GER	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	-442650.0000	1991	1998	Electronics, Comms, & Sensors	47000.0000	UNICOR	88875.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
458	AN/WSC-28 SAT COMM	AN/WSC-28 SAT COMM	1GFA	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	1836676.0000	1990	2002	Electronics, Comms, & Sensors	1234330.0000	BALL CORP	1160900.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
459	AN/MSC-46 SAT COMM TERM	AN/MSC-46 SAT COMM TERM	1GFB	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	6573421.0000	1990	2003	Electronics, Comms, & Sensors	2680000.0000	GENERAL MOTORS	5770123.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
460	ARMY DATA DISTRIBUTION SY	ARMY DATA DISTRIBUTION SYS	1GFC	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	11563787.0000	1994	2003	Electronics, Comms, & Sensors	6363146.0000	NULL	7701199.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
461	AFATDS ADV FLD ART TAC DA	AFATDS ADV FLD ART TAC DATA SY	1GFD	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	237048304.0000	1995	2003	Electronics, Comms, & Sensors	43615555.0000	RAYTHEON	198914190.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
462	CSSCS CBT SRV SPPT CTRL S	CSSCS CBT SRV SPPT CTRL SYS	1GFE	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	197712.0000	1998	2002	Electronics, Comms, & Sensors	107537.0000	NULL	171537.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
463	SGL CHAN ANTI-JAM MANPORT	SGL CHAN ANTI-JAM MANPORTABLE	1GFF	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	25393093.0000	1994	2001	Electronics, Comms, & Sensors	24930675.0000	GENERAL ELECTRIC	18603675.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
464	SEC MOB ANTI-JAM REL TAC 	SEC MOB ANTI-JAM REL TAC TERM	1GFG	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	427140136.0000	1994	2003	Electronics, Comms, & Sensors	104630124.0000	RAYTHEON	299243455.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
465	SAT TERM, ADVANCED MPK UH	SAT TERM, ADVANCED MPK UHF	1GFH	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	937642.0000	1994	1994	Electronics, Comms, & Sensors	937642.0000	LORAL SPACE	937642.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
466	AN/PSG-2 MESSAGE DEVICE	AN/PSG-2 MESSAGE DEVICE	1GFI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	240584.0000	1990	1992	Electronics, Comms, & Sensors	298000.0000	AT&T	224000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
467	AN/GSG-10 (TACFIRE)	AN/GSG-10 (TACFIRE)	1GGF	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	21744563.0000	1990	2000	Electronics, Comms, & Sensors	14177000.0000	LITTON [NORTHROP GRUMMAN]	19993533.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
468	ARMY WWMCCS INFO SYS	ARMY WWMCCS INFO SYS	1GHA	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2241808.0000	2003	2003	Electronics, Comms, & Sensors	2241808.0000	ESCO ELECTRONICS	2034120.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
469	DGTL TOPOGRAPHIC SPPT SYS	DGTL TOPOGRAPHIC SPPT SYS DTSS	1GHB	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	54059853.0000	1994	2011	Electronics, Comms, & Sensors	20363397.0000	NORTHROP GRUMMAN	22395555.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
470	FIRE SPT ADA CONVERSION	FIRE SPT ADA CONVERSION	1GHC	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Land Vehicles	46478.0000	1997	2003	Land Vehicles	25841.0000	LOCKHEED MARTIN	25841.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
471	QCK RESP MULTI-CLR PTR QR	QCK RESP MULTI-CLR PTR QRMP	1GHE	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	42893874.0000	1995	2001	Electronics, Comms, & Sensors	11546946.0000	NULL	16947338.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
472	STD ARMY CND & CTRL SYS S	STD ARMY CND & CTRL SYS STACCS	1GHF	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2193154.0000	2000	2003	NULL	1013000.0000	NULL	1180154.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
473	DEF SATELLITE COMMS SYS	DEF SATELLITE COMMS SYS	1GHH	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Space Systems	17124187.0000	1998	2002	Space Systems	8936067.0000	RAYTHEON	10121080.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
474	ECHELON ABOVE CORPS COMMS	ECHELON ABOVE CORPS COMMS	1GHI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	130142.0000	1994	1996	Electronics, Comms, & Sensors	68542.0000	SAIC	68542.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
475	GROUND COMMAND POST	GROUND COMMAND POST	1GHJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	703714.0000	2003	2003	Electronics, Comms, & Sensors	703714.0000	NORTHROP GRUMMAN	703714.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
476	AIRBORNE RECON LOW (ARL)	AIRBORNE RECON LOW (ARL)	1GHL	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	52886546.1152	1999	2012	Aircraft	52710621.0000	TEXTRON	34057101.1152	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
477	FIREFINDER	FIREFINDER	1GHN	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	153346332.0000	1996	2008	Electronics, Comms, & Sensors	101311800.0000	RAYTHEON	145697130.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
478	GROUND BASED COMMON SENSO	GROUND BASED COMMON SENSOR	1GHO	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	8212414.0000	1997	2003	Electronics, Comms, & Sensors	5777840.0000	UNICOR	5516150.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
479	LW MAN-TRANSP RADIO DIR F	LW MAN-TRANSP RADIO DIR FND SY	1GHR	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	3116849.0000	2003	2003	Electronics, Comms, & Sensors	3116849.0000	JOINT VENTURE [ITT/NORTHROP]	3116849.0000		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
480	METEOROLOGICAL MEASURING 	METEOROLOGICAL MEASURING SYS	1GHS	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	3177317.0000	1995	2003	Electronics, Comms, & Sensors	2711029.0000	NULL	2755629.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
481	SHORTSTOP	SHORTSTOP	1GHT	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	16628911.0000	1998	2003	Electronics, Comms, & Sensors	9368970.0000	NULL	9368970.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
482	TRACKWOLF HF SYSTEM	TRACKWOLF HF SYSTEM	1GHV	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Other Products	64086344.0000	1996	2000	Other Products	35027878.0000	LOCKHEED MARTIN	47078434.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
483	JSTARS GND STATION MODULE	JSTARS GND STATION MODULE	1GIB	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	464410535.0000	1994	2003	Electronics, Comms, & Sensors	85547403.0000	MOTOROLA	456487473.0000	NULL	NULL	NULL	1	NULL	NULL	0	679	NULL
484	1GIC	NULL	1GIC	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Facilities and Construction	7410684.0000	1996	1998	Facilities and Construction	7253162.0000	NULL	7410684.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
485	AIR DEFENSE TARGETS	AIR DEFENSE TARGETS	1GID	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Missile Defense	157933.0000	2001	2003	NULL	102544.0000	NULL	157933.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
486	AT NAV,INTEGR AND CRD ATN	AT NAV,INTEGR AND CRD ATNAVICS	1GIE	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	50583738.0000	1995	2003	Electronics, Comms, & Sensors	12023093.0000	RAYTHEON	47191713.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
487	AIR TRAFFIC CNTL COMM CON	AIR TRAFFIC CNTL COMM CONSOLE	1GIF	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	50671154.0000	1998	2003	Electronics, Comms, & Sensors	17572659.0000	MOTOROLA	29493368.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
488	AVIONICS	AVIONICS	1GIH	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	17272411.8799	1994	2010	Electronics, Comms, & Sensors	9423986.0000	RAYTHEON	9300000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
489	BAT FLD CMBT ID SYS - NEA	BAT FLD CMBT ID SYS - NEAR TRM	1GII	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	62899322.0000	1997	2004	Electronics, Comms, & Sensors	30804409.0000	COMPUTER SCIENCES	61942648.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
490	COMBAT SUPPORT TRAINING S	COMBAT SUPPORT TRAINING SYSTEM	1GIJ	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	34342369.0000	1995	2003	Electronics, Comms, & Sensors	10651128.0000	MRJ	13763800.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
491	1GIK	NULL	1GIK	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	273448.0000	1996	1997	Ordnance and Missiles	241048.0000	NULL	273448.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
492	INTGR FAMILY OF TEST EQUI	INTGR FAMILY OF TEST EQUIPMENT	1GIL	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	47213861.0000	1995	2010	Facilities and Construction	31375132.0000	NULL	30374535.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
493	1GIM	NULL	1GIM	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Land Vehicles	64410.0000	1998	1998	Land Vehicles	64410.0000	NULL	64410.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
494	TEST EQUIPMENT MOD TEMOD	TEST EQUIPMENT MOD TEMOD	1GIN	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	32511917.0000	1994	2003	Electronics, Comms, & Sensors	10687331.0000	NULL	29765486.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
495	TD-660 MULTIPLEXER	TD-660 MULTIPLEXER	1GKA	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2420530.0000	1991	1999	Electronics, Comms, & Sensors	2250000.0000	NULL	2250000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
496	AN/TCC-45 MULTIPLEXER SET	AN/TCC-45 MULTIPLEXER SET	1GKB	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	276378.0000	1990	1997	Electronics, Comms, & Sensors	210000.0000	NULL	276378.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
497	AN/APX-72	AN/APX-72	1GMN	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	7016159.0000	1990	2003	Electronics, Comms, & Sensors	1901000.0000	NULL	5013784.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
498	AN/APR-39	AN/APR-39	1GNB	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	275087144.1400	1990	2013	Electronics, Comms, & Sensors	114691834.0000	TELEDYNE TECHNOLOGIES	112871927.0000	A type of radar warning receiver	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
499	AN/PPS-5 RADAR PORTABLE	AN/PPS-5 RADAR PORTABLE	1GNC	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	3606317.0000	1991	2003	Missile Defense	1724040.0000	NULL	3583817.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
500	AN/TPM-25	AN/TPM-25	1GND	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	904000.0000	1991	1991	Electronics, Comms, & Sensors	904000.0000	NULL	904000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
501	AN/TPX-46 (MARK XIFF)	AN/TPX-46 (MARK XIFF)	1GNG	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	19128109.0000	1990	2003	Electronics, Comms, & Sensors	8400000.0000	LITTON [NORTHROP GRUMMAN]	11896899.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
502	AN/TPX-50 (MARK XIFF ATCR	AN/TPX-50 (MARK XIFF ATCRBS)	1GNI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	436000.0000	1991	1991	Electronics, Comms, & Sensors	436000.0000	HAZELTINE	436000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
503	AN/PAS-7	AN/PAS-7	1GNJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	685000.0000	1990	1991	Electronics, Comms, & Sensors	585000.0000	PHILLIPS	357000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
504	AN/PPS-15	AN/PPS-15	1GNK	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	109350.0000	1991	1993	Electronics, Comms, & Sensors	144000.0000	UNICOR	58350.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
505	AN/TPQ-36	AN/TPQ-36	1GNL	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	256187593.0000	1990	2004	Electronics, Comms, & Sensors	60277496.0000	GENERAL MOTORS	107514777.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
506	FWD AREA ALRT RDR-FAAR	FWD AREA ALRT RDR-FAAR	1GNN	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	207179.0000	1990	1999	Ordnance and Missiles	560000.0000	HONEYWELL	322500.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
507	AN/TPQ-37	AN/TPQ-37	1GNP	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	235045493.2695	1990	2016	Electronics, Comms, & Sensors	43333669.0000	RAYTHEON	115236748.2695	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
508	AN/VPS-2 RADAR SET	AN/VPS-2 RADAR SET	1GNR	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	2313951.0000	1990	1997	Ordnance and Missiles	1557000.0000	NULL	1747804.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
509	MANEUVER CONTROL SYSTEM (	MANEUVER CONTROL SYSTEM (MCS)	1GNT	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	10900607.0000	1992	2000	Aircraft	9170670.0000	FLIR SYSTEMS	9538459.0000		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
510	FWD AREA AD CMD,CTRL&INT 	FWD AREA AD CMD,CTRL&INT SYS	1GNV	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	4261178.0000	1994	2003	Other R&D and Knowledge Based	1863753.0000	NULL	3162202.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
511	1GPA	NULL	1GPA	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Other R&D and Knowledge Based	-1218626.0000	1993	1993	NULL	-1218626.0000	ROCKWELL	-1218626.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
512	AN/GRC-103 RADIO	AN/GRC-103 RADIO	1GPC	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	1589384.0000	1990	2003	Electronics, Comms, & Sensors	1382272.0000	CANADIAN COMMERCIAL CORPORATION	1574272.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
513	AN/PRC-90 SURVIVAL RADIO	AN/PRC-90 SURVIVAL RADIO	1GPD	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	95000.0000	1990	1990	Electronics, Comms, & Sensors	95000.0000	NULL	95000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
514	AN/GRC-106 RADIO	AN/GRC-106 RADIO	1GPE	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	-2077468.0000	1991	1998	Electronics, Comms, & Sensors	177624.0000	NULL	-2077468.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
515	AN/ARQ-33 QUICK FIX	AN/ARQ-33 QUICK FIX	1GPI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2930000.0000	1992	1992	Electronics, Comms, & Sensors	2930000.0000	LORAL SPACE	2930000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
516	AN/PRC-25 RADIO	AN/PRC-25 RADIO	1GPJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	843209.0000	1991	1992	Electronics, Comms, & Sensors	700000.0000	NULL	843209.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
517	AN/TSC-26 BASE RADIO	AN/TSC-26 BASE RADIO	1GPN	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	594848.0000	1993	1993	Electronics, Comms, & Sensors	594848.0000	MOTOROLA	594848.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
518	AN/TRC-110 RADIO	AN/TRC-110 RADIO	1GPO	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	47110.0000	1991	2001	Electronics, Comms, & Sensors	42410.0000	NULL	47110.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
519	AN/TRC-112 RADIO	AN/TRC-112 RADIO	1GPP	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	11680542.0000	1991	2003	Electronics, Comms, & Sensors	8857875.0000	UNICOR	10990655.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
520	AN/GRC-144 RADIO	AN/GRC-144 RADIO	1GPQ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	88942.0000	1998	1998	Electronics, Comms, & Sensors	88942.0000	UNICOR	88942.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
521	AN/GRC-142/122 RADIO	AN/GRC-142/122 RADIO	1GPR	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	3227138.0000	1990	2003	Electronics, Comms, & Sensors	2865615.0000	FIDELITY TECHNOLOGIES	2827285.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
522	AN/GRC-143 RADIO	AN/GRC-143 RADIO	1GPS	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	5685942.0000	1991	2003	Electronics, Comms, & Sensors	4350000.0000	MOTOROLA	4062243.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
