vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
idvagencyid	MaxOfNewFKparent_award_agency_name	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
70CFH0	ENFORCEMENT AND REMOVAL OPERATIONS HOUSTON	1	ENFORCMNTREMOVL OPNS FOD HOUSTON	1	Office.ContractingOfficeCode
70CFL0	ENFORCEMENT AND REMOVAL OPERATIONS PHOENIX FLORENCE	1	ENFORCMNTREMOVL OPNS SPC FLORENCE	1	Office.ContractingOfficeCode
70CFLS	ENFORCMNTREMOVL OPNS FOD LA	2	ENFORCMNT&REMOVL OPNS FOD LA	0	Office.ContractingOfficeCode
70CFM0	ENFORCEMENT AND REMOVAL OPERATIONS MIAMI	1	ENFORCMNTREMOVL OPNS FOD MIAMI	1	Office.ContractingOfficeCode
70CFMQ	CHIEF FINANCIAL OFFICER OFFICE OF FINANCIAL MANAGEMENT	1	CFO FINANCIAL MNGMT HEADQUARTERS	1	Office.ContractingOfficeCode
70CFNE	ENFORCEMENT AND REMOVAL OPERATIONS NEWARK	1	ENFORCMNTREMOVL OPNS FOD NEWARK	1	Office.ContractingOfficeCode
70CFNL	ENFORCEMENT AND REMOVAL OPERATIONS NEW ORLEANS	1	ENFORCMNTREMOVL FOD NEW ORLEANS	1	Office.ContractingOfficeCode
70CFNY	ENFORCEMENT AND REMOVAL OPERATIONS NEW YORK	1	ENFORCMNTREMOVL OPNS FOD NEW YORK	1	Office.ContractingOfficeCode
70CFPA	ENFORCEMENT AND REMOVAL OPERATIONS PHILADELPHIA	1	ENFORCMNTREMOVL OPNS FOD PHILADELP	1	Office.ContractingOfficeCode
70CFPH	ENFORCEMENT AND REMOVAL OPERATIONS PHOENIX	1	ENFORCMNTREMOVL OPNS FOD PHOENIX	1	Office.ContractingOfficeCode
70CFSD	ENFORCEMENT AND REMOVAL OPERATIONS SAN DIEGO	1	ENFORCMNTREMOVL OPNS FOD SAN DIEGO	1	Office.ContractingOfficeCode
70CFSE	ENFORCMNTREMOVL OPNS FOD SEATTLE	2	ENFORCMNT&REMOVL OPNS FOD SEATTLE	0	Office.ContractingOfficeCode
70CFSF	ENFORCMNTREMOVL OPNS FOD SAN FRAN	2	ENFORCMNT&REMOVL OPNS FOD SAN FRAN	0	Office.ContractingOfficeCode
70CFSL	ENFORCEMENT AND REMOVAL OPERATIONS SALT LAKE CITY	1	ENFORCMNTREMOVL FOD SALT LAKE CITY	1	Office.ContractingOfficeCode
70CFSP	ENFORCMNTREMOVL OPNS FOD ST. PAUL	1	ENFORCMNT&REMOVL OPNS FOD ST. PAUL	0	Office.ContractingOfficeCode
70CH0N	HOMELAND SECURITY INVESTIGATIONS HONOLULU	1	DHS INVESTIGATIONS SAC HONOLULU	1	Office.ContractingOfficeCode
70CH0U	HOMELAND SECURITY INVESTIGATIONS HOUSTON	1	DHS INVESTIGATIONS SAC HOUSTON	1	Office.ContractingOfficeCode
70CKR0	ENFORCEMENT AND REMOVAL OPERATIONS MIAMI KROME	1	ENFORCMNTREMOVL OPNS SPC KROME	1	Office.ContractingOfficeCode
70CL0S	HOMELAND SECURITY INVESTIGATIONS LOS ANGELES	1	DHS INVESTIGATIONS SAC LOS ANGELES	1	Office.ContractingOfficeCode
70CLSA	ENFORCEMENT AND REMOVAL OPERATIONS LAW ENFORCEMENT SYSTEMS ANALYSIS	1	ENFORCMNTREMOVL OPNS HQ LAW SYS AN	1	Office.ContractingOfficeCode
70CMAM	HOMELAND SECURITY INVESTIGATIONS MIAMI	1	DHS INVESTIGATIONS SAC MIAMI	1	Office.ContractingOfficeCode
70CMS0	ENFRCMNTREMVL OPNS HQ MISSION SUPP	2	ENFRCMNT&REMVL OPNS HQ MISSION SUPP	0	Office.ContractingOfficeCode
70CMSD	INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS	1	MISSION SUPPORT DALLAS	1	Office.ContractingOfficeCode
70CN0R	HOMELAND SECURITY INVESTIGATIONS NEW ORLEANS	1	DHS INVESTIGATIONS SAC NEW ORLEANS	1	Office.ContractingOfficeCode
70CNEW	HOMELAND SECURITY INVESTIGATIONS NEWARK	1	DHS INVESTIGATIONS SAC NEWARK	1	Office.ContractingOfficeCode
70CNEY	HOMELAND SECURITY INVESTIGATIONS NEW YORK	1	DHS INVESTIGATIONS SAC NEW YORK	1	Office.ContractingOfficeCode
70CNHV	HOMELAND SECURITY INVESTIGATIONS NASHVILLE	1	HOMELAND SECURITY INVESTIGATIONS - SAC NASHVILLE	0	Office.ContractingOfficeCode
70CNS0	CHIEF INFORMATION OFFICER CHIEF INFORMATION SECURITY OFFICE	1	CIO CHIEF INFO SECURITY OFFICER	1	Office.ContractingOfficeCode
70CNTL	OFFICE OF INTELLIGENCE	1	ICE INTELLIGENCE	1	Office.ContractingOfficeCode
70CPE0	CHIEF INFORMATION OFFICER PROGRAM EXECUTIVE OFFICE	1	CIO PROGRAM EXECUTIVE OFFICE	1	Office.ContractingOfficeCode
70CPHL	HOMELAND SECURITY INVESTIGATIONS PHILADELPHIA	1	DHS INVESTIGATIONS SAC PHILADELPHIA	1	Office.ContractingOfficeCode
70CPHX	HOMELAND SECURITY INVESTIGATIONS PHOENIX	1	DHS INVESTIGATIONS SAC PHOENIX	1	Office.ContractingOfficeCode
70CPSC	ENFORCEMENT AND REMOVAL OPERATIONS SAN ANTONIO PORT ISABEL	1	ENFORCMNTREMOVL SPC PORT ISABEL	1	Office.ContractingOfficeCode
70CRCD	ENFORCEMENT AND REMOVAL OPERATIONS RESPONSE COORDINATION DIVISION	1	ENFRCMNTREMVL OPNS HQ RSPNSE COORD	1	Office.ContractingOfficeCode
70CRMD	ENFORCEMENT AND REMOVAL OPERATIONS REMOVAL MANAGEMENT DIVISION	1	ENFRCMNTREMVL OPNS HQ REMOVAL MGMT	1	Office.ContractingOfficeCode
70CSAD	HOMELAND SECURITY INVESTIGATIONS SAN DIEGO	1	DHS INVESTIGATIONS SAC SAN DIEGO	1	Office.ContractingOfficeCode
70CSAJ	HOMELAND SECURITY INVESTIGATIONS SAN JUAN	1	DHS INVESTIGATIONS SAC SAN JUAN	1	Office.ContractingOfficeCode
70CSAN	HOMELAND SECURITY INVESTIGATIONS SAN ANTONIO	1	DHS INVESTIGATIONS SAC SAN ANTONIO	1	Office.ContractingOfficeCode
70CSEA	HOMELAND SECURITY INVESTIGATIONS SEATTLE	1	DHS INVESTIGATIONS SAC SEATTLE	1	Office.ContractingOfficeCode
70CSEV	STUDENT EXCHANGE AND VISITOR PROGRAM	1	ICE STUDENT EXCHANGE  VISITOR PROG	1	Office.ContractingOfficeCode
70CSFR	HOMELAND SECURITY INVESTIGATIONS SAN FRANCISCO	1	DHS INVESTIGATIONS SAC SAN FRANCISC	1	Office.ContractingOfficeCode
70CTAM	HOMELAND SECURITY INVESTIGATIONS TAMPA	1	DHS INVESTIGATIONS SAC TAMPA	1	Office.ContractingOfficeCode
70CTTP	OFFICE OF TRAINING TACTICAL PROGRAMS	1	OFC OF TRAINING  TACTICAL PROGRAMS	1	Office.ContractingOfficeCode
70CWAS	HOMELAND SECURITY INVESTIGATIONS WASHINGTON DC	1	DHS INVESTIGATIONS SAC WASH DC	1	Office.ContractingOfficeCode
70FBR0	REGION 10: FEDERAL EMERGENCY MANAGEMENT	1	REGION 10: FEDERAL EMERGENCY MANAGE	1	Office.ContractingOfficeCode
70T010	WORKFORCE&ENTERPRISE OPERATIONS	2	WEO	1	Office.ContractingOfficeCode
70T020	CREDENTIALING, SCREENING&INTELLIGENCE ANALYSIS	2	CSI	1	Office.ContractingOfficeCode
70T030	ENTERPRISE INFORMATION TECHNOLOGY	1	EIT	1	Office.ContractingOfficeCode
70T040	SECURITY TECHNOLOGY	1	STAD	1	Office.ContractingOfficeCode
70T050	MISSION ESSENTIALS	1	ME	1	Office.ContractingOfficeCode
70T060	ORDERING OFFICIAL	1	ORDERING OFFICIALS	0	Office.ContractingOfficeCode
70T090	CONTRACTING AND PROCUREMENT	1	OCP	0	Office.ContractingOfficeCode
70T70X	TRAINING & DEVELOPMENT	1	TRAINING&DEVELOPMENT	1	Office.ContractingOfficeCode
70T71X	CONTRACTING & PROCUREMENT	1	CONTRACTING&PROCUREMENT	1	Office.ContractingOfficeCode
70T73X	REQUIREMENTS & CAPABILITIES ANALYSIS	1	REQUIREMENTS&CAPABILITIES ANALYSIS	1	Office.ContractingOfficeCode
720278	USAID/JORDAN	1	USAID/JORDON	0	Office.ContractingOfficeCode
720482	USAID/BURMA-U.S. EMBASSY	1	USAID/BURMA	0	Office.ContractingOfficeCode
720663	USAID/ETHIOPIA	1	USAID/ETHOPIA	0	Office.ContractingOfficeCode
720CPS	CONFLICT PREVENTION&STABILIZATION	1	CONFLICT PREVENTION & STABILIZATION	0	Office.ContractingOfficeCode
732040	OFC OF DIS PLAN AND RISK MGMT	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
732110	OFC OF THE ADMINISTRATOR	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
732220	OFC OF GENERAL COUNSEL	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
732440	OFC OF HEARINGS AND APPEALS	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
732550	OFC OF COMM AND PUBLIC LIAISON	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
732660	OFC OF VETERAN BUSINESS DEVELOPMENT	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
732770	OFC OF FIELD OPERATIONS	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
732990	OFC OF DISASTER ASSISTANCE	1	SBA OFC OF DISASTER ASSISTANCE	0	Office.ContractingOfficeCode
733110	OFC OF ADVOCACY	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
734110	OFC OF INSPECTOR GENERAL	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
735100	OFC OF CHIEF OPERATING OFFICER	1	SBA OFC CHIEF OPERATING OFFICER	0	Office.ContractingOfficeCode
736100	OFC OF GOV CONTRACT BUS DEV	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
737010	OFC OF CAPITAL ACCESS	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
737011	OFC OF CREDIT RISK MANAGEMENT	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
737080	OFC OF INTERNATIONAL TRADE	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
737610	OFC OF ENTREPRENEURIAL DEVELOPMENT	1	SMALL BUSINESS ADMINISTRATION	0	Office.ContractingOfficeCode
750501	OFC ASST SEC FOR PREPARENESS  RES	1	OFC ASST SEC FOR PREPARENESS&RES	0	Office.ContractingOfficeCode
75A501	BARDA - ASPR / DAAPPO / BARDA DCMA	1	OFFICE OF ACQ  MGMT POLICY	1	Office.ContractingOfficeCode
75ANBA	ASPR BARDA DIV CONTRACTS MGMT&ACQ	1	ASPR BARDA DIV CONTRACTS MGMT & ACQ	1	Office.ContractingOfficeCode
75N94D	NATIONAL INSTITUTES OF HEALTH NIMHD	1	NATIONAL INSTITUTE OF HEALTH NIMHD	1	Office.ContractingOfficeCode
86042A	DEPT OF HOUSING&URBAN DEVELOPMENT	1	DEPT OF HOUSING  URBAN DEVELOPMENT	0	Office.ContractingOfficeCode
86043A	DEPT OF HOUSING&URBAN DEVELOPMENT	1	DEPT OF HOUSING  URBAN DEVELOPMENT	0	Office.ContractingOfficeCode
8611XX	DEPT OF HOUSING&URBAN DEVELOPMENT	1	DEPT OF HOUSING  URBAN DEVELOPMENT	0	Office.ContractingOfficeCode
8645XX	DEPT OF HOUSING&URBAN DEVELOPMENT	1	DEPT OF HOUSING  URBAN DEVELOPMENT	0	Office.ContractingOfficeCode
864832	ADMN : ADMIN;OFAR; OD; NOB; AS; S	1	2 ADMN : ADMIN;OFAR; OD; NOB; AS; S	0	Office.ContractingOfficeCode
865843	HSNG : HSNG;OFFICE OF HEALTH CARE P	1	HSNG: HSNG;OFC OF HEALTHCARE PROGS	0	Office.ContractingOfficeCode
865949	HSNG : HSNG; FIN. OPERATIONS DIV	1	HSNG : HSNG; FINANCIAL OPERATIONS D	0	Office.ContractingOfficeCode
866001	HSNG : HSNG; DAS SINGLE FAMILY HOUS	1	HSNG: HSNG; DAS SINGLE FAMILY HOUSE	0	Office.ContractingOfficeCode
866098	HOUSING OFC OF FINANCE AND BUDGET	1	HSNG : HSNG; DAS FOR FINANCE  BUDG	0	Office.ContractingOfficeCode
8660XX	DEPT OF HOUSING&URBAN DEVELOPMENT	1	DEPT OF HOUSING  URBAN DEVELOPMENT	0	Office.ContractingOfficeCode
866119	SFPM : ASST SEC FIELD POLICY&MGMT	1	SFPM : ASST SEC FIELD POLICY  MANG	0	Office.ContractingOfficeCode
866129	CPO : CPO; CUST SERVICE SUPPORT STA	1	CPO : CPO; CUST SVC SUPPORT STAFF	0	Office.ContractingOfficeCode
866181	PIH : OFC OF PROC. AND CONTRACT SVC	1	PIH : OFFICE OF PROCUREMENT AND CON	0	Office.ContractingOfficeCode
8662XX	DEPT OF HOUSING&URBAN DEVELOPMENT	1	DEPT OF HOUSING  URBAN DEVELOPMENT	0	Office.ContractingOfficeCode
866309	PIH : OFC OF RECEIVERSHIP OVERSIGHT	1	PIH : OFFICE OF RECEIVERSHIP OVERSI	0	Office.ContractingOfficeCode
866409	PDR : POLICY DEVELOPMENT  RESEARCH	1	PDR : POLICY DEVELOPMENT&RESEARCH	0	Office.ContractingOfficeCode
866456	OSDB: OS; OFC OF SMALL&DIS BUS U	1	OS : OS; OFC OF SMALL  DIS BUS UTL	0	Office.ContractingOfficeCode
866519	DEEO: DEPT EQUAL OPPORTUNITY EMPLOY	1	DEEO : DEPT EQUAL OPPORTUNITY EMPLO	0	Office.ContractingOfficeCode
892332	NNSA M&O CONTRACTING	1	NNSA MO CONTRACTING	0	Office.ContractingOfficeCode
892333	NNSA M&O CONTRACTING	1	NNSA M & O CONTRACTING	1	Office.ContractingOfficeCode
894007	OFFICE OF POLICY	1	ENERGY POLICY  SYSTEMS ANALYSIS	0	Office.ContractingOfficeCode
951020	VOA DIRECTOR OFFICE	1	BBG, VOA DIRECTOR OFFICE	0	Office.ContractingOfficeCode
951102	OFFICE OF GENERAL COUNSEL (OGC)	1	BBG, OFC OF GENERAL COUNSEL	0	Office.ContractingOfficeCode
951105	OFFICE OF ADMINISTRATION	1	BBG, OFFICE OF ADMINISTRATION	0	Office.ContractingOfficeCode
951500	HUMAN RESOURCES (HR)	1	BBG, HUMAN RESOURCES	0	Office.ContractingOfficeCode
951504	WORKFORCE SUPPORT  DEVELOPMNT	1	BBG, WORKFORCE SUPPORT  DEVELOPMNT	0	Office.ContractingOfficeCode
951600	OFFICE OF SECURITY (SEC)	1	BBG, OFFICE OF SECURITY	0	Office.ContractingOfficeCode
951700	OFFICE OF CONTRACTS	1	BBG, OFFICE OF CONTRACTS	0	Office.ContractingOfficeCode
952232	VOA LONDON BUREAU	1	BBG, VOA LONDON BUREAU	0	Office.ContractingOfficeCode
952284	VOA MOSCOW BUREAU	1	BBG, VOA MOSCOW BUREAU	0	Office.ContractingOfficeCode
952310	USAGM,  VOA SEOUL BUREAU	1	BBG, VOA SEOUL BUREAU	0	Office.ContractingOfficeCode
952316	VOA BANGKOK BUREAU	1	BBG, VOA BANGKOK BUREAU	0	Office.ContractingOfficeCode
952462	VOA ISLAMABAD BUREAU	1	BBG, VOA ISLAMABAD BUREAU	0	Office.ContractingOfficeCode
952584	VOA JOHANNESBURG BUREAU	1	BBG, VOA JOHANNESBURG BUREAU	0	Office.ContractingOfficeCode
953143	FEDERAL HOUSING FINANCE AGENCY, OBFM	1	FEDERAL HOUSING FINANCE AGENCY	0	Office.ContractingOfficeCode
9531BQ	TECH, SERVICES  INNOVATION (TSI)	1	BBG, TECH, SVCS  INNOV (TSI)	0	Office.ContractingOfficeCode
9531BR	TSI, SATELLITES (T002/1074)	1	BBG, TSI, SATELLITES (T002/1074)	0	Office.ContractingOfficeCode
9531BT	TSI, OPERATIONS T001/1071/1073	1	BBG, TSI, OPERATIONS T001/1071/1073	0	Office.ContractingOfficeCode
9531BU	TSI, INFO TECH (IT)(T009/1081)	1	BBG, TSI, INFO TECH (IT)(T009/1081)	0	Office.ContractingOfficeCode
9531BW	TSI, FACILITIES (T012/1078)	1	BBG, TSI, FACILITIES (T012/1078)	0	Office.ContractingOfficeCode
9531BX	TSI, BOTSWANA (3511/6511)	1	BBG, TSI, BOTSWANA (3511/6511)	0	Office.ContractingOfficeCode
9531BY	TSI, SAO TOME (3568/6568)	1	BBG, TSI, SAO TOME (3568/6568)	0	Office.ContractingOfficeCode
9531CX	OFFICE OF POLICY AND RESEARCH	1	BBG, OFFICE OF POLICY AND RESEARCH	0	Office.ContractingOfficeCode
953324	MILLENNIUM CHALLENGE CORPORATION	1	MILLENIUM CHALLENGE CORPORATION	0	Office.ContractingOfficeCode
95T016	TSI, TECH SUPPORT (T016)	1	BBG, TSI, TECH SUPPORT (T016)	1	Office.ContractingOfficeCode
95V003	VOA EAST ASIA  PACIFIC DIVISION	1	BBG, VOA EAST ASIA  PACIFIC DIV	0	Office.ContractingOfficeCode
95V010	VOA EURASIA DIVISION	1	BBG, VOA EURASIA DIVISION	0	Office.ContractingOfficeCode
95Y100	CEO AND  DIRECTORS OFFICE	1	BBG AND IBB DIRECTORS OFFICE	0	Office.ContractingOfficeCode
964309	ARMY CORPS OF ENGINEERS CIVIL WORKS	1	NULL	0	Office.ContractingOfficeCode
AE0012	ANSBACH AIRFIELD OPERATIONS	1	NULL	0	Office.ContractingOfficeCode
F1AF16	F1AF16 SAF AQ	1	SAF AQ AQX	0	Office.ContractingOfficeCode
F1AF1B	F1AF1B 844 CS	1	HAF ICI	0	Office.ContractingOfficeCode
F1AF1C	F1AF1C AF A1	1	AF DP	0	Office.ContractingOfficeCode
F1AF1E	F1AF1E SAF AQB	1	AF SB	0	Office.ContractingOfficeCode
F1AF1H	F1AF1H AF A3	1	AF XOXS	0	Office.ContractingOfficeCode
F1AF1K	F1AF1K AF A5 8	1	AF XP	0	Office.ContractingOfficeCode
F1AF1S	F1AF1S SAF CN	1	AF CIO	0	Office.ContractingOfficeCode
F1AF1T	F1AF1T SAF AA CDM	1	AF CIO	0	Office.ContractingOfficeCode
F1AF1V	F1AF1V SAF MG	1	SAF US(M)	0	Office.ContractingOfficeCode
F1AF1Z	F1AF1Z SAF AARA	1	SAF AAX	0	Office.ContractingOfficeCode
F1AF21	F1AF21 AF JPRA J83	1	JPRA J83	0	Office.ContractingOfficeCode
F1AF24	F1AF24 SAF CDM	1	SAF ISSO	0	Office.ContractingOfficeCode
F1AF25	F1AF25 SAF SB	1	SAF SB	0	Office.ContractingOfficeCode
F1AF26	F1AF26 AFSMO	1	F1AF26  AFSMO CC	0	Office.ContractingOfficeCode
F1AF2C	F1AF2C SAF GC	1	SAF GQC	0	Office.ContractingOfficeCode
F1AF2E	F1AF2E SAF IE	1	SAF IE	1	Office.ContractingOfficeCode
F1AF2J	F1AF2J AF A4PR	1	AF ILE	0	Office.ContractingOfficeCode
F1AF2S	F1AF2S SAF AAO	1	SAF AAF	0	Office.ContractingOfficeCode
F1AF2W	USAF A4	1	USAF ILPR	0	Office.ContractingOfficeCode
F1AKA0	F1AKA0 AFDW A2	1	F1AKA0 HQ AFDW A2 A2	0	Office.ContractingOfficeCode
F1AKA2	F1AKA2 AF A26OR	1	HQ AIR FORCE A2	0	Office.ContractingOfficeCode
F1AKA3	F1AKA3 AFDW A3 5 6	1	HQ AFDW A3	0	Office.ContractingOfficeCode
F1AKA8	F1AKA8 AFDW FM	1	HQ AFDW A8	0	Office.ContractingOfficeCode
F1AKB0	F1AKB0 AFDW A4	1	AFDW A7	0	Office.ContractingOfficeCode
F1AKPK	F1AKPK AFDW PK	1	AFDW  PK	0	Office.ContractingOfficeCode
F1AT13	F1AT13 AIR FORCE AUDIT AGENCY	1	AFAA DORF	0	Office.ContractingOfficeCode
F1ATB1	F1ATB1 AFMRA SG	1	AFMSA SGSR	0	Office.ContractingOfficeCode
F1ATB2	F1ATB2 AFMRA SG4	1	AFMOA SGAL	0	Office.ContractingOfficeCode
F1ATC3	F1ATC3 JA AFLOA	1	AFLOA DSR	0	Office.ContractingOfficeCode
F1ATD4	F1ATD4 AFMRA SG	1	SG SGRM	0	Office.ContractingOfficeCode
F1ATD6	F1ATD6 CCA JISROC	1	JFCC ISR	0	Office.ContractingOfficeCode
F1ATJW	F1ATJW JWAC	1	STRATCOM JWAC	0	Office.ContractingOfficeCode
F1B3R2	F1B3R2 97CES  CEIAR	1	97CES CERF RESOURCE ADVISOR	0	Office.ContractingOfficeCode
F1B4L1	F1B4L1 97 MDSS SGSL MED LOGISTICS	1	97 MDSS SGSL MEDICAL LOGISTICS	0	Office.ContractingOfficeCode
F1C0FM	F1C0FM  36 CPTS	1	AEW CPTS	0	Office.ContractingOfficeCode
F1C7D5	F1C7D5   DET 2 21 SOPS	1	DET 5 22 SOPS	0	Office.ContractingOfficeCode
F1D010	F1D010 316 WING CC	1	316 AW CC	0	Office.ContractingOfficeCode
F1D012	F1D012 316 WING CP	1	11 WING CP	0	Office.ContractingOfficeCode
F1D013	F1D013 316 WING CPTS FMA	1	11 WING CPTS FMA	0	Office.ContractingOfficeCode
F1D015	F1D015 316 WING HC	1	11 WING HC	0	Office.ContractingOfficeCode
F1D023	F1D023 316 OSS	1	F1D023 811 OSS	0	Office.ContractingOfficeCode
F1D101	F1D101 89 OG	2	99 AS	0	Office.ContractingOfficeCode
F1D104	F1D104 1ST HELI	1	1ST HELI	0	Office.ContractingOfficeCode
F1D109	F1D109 89 APS	1	89 APS	0	Office.ContractingOfficeCode
F1D259	F1D259 89 MXG	1	89 MXG RA	0	Office.ContractingOfficeCode
F1D308	F1D308 89 CS	1	89 CS	0	Office.ContractingOfficeCode
F1D322	F1D322 316 CES CEF	1	11 CES CEF	0	Office.ContractingOfficeCode
F1D324	F1D324 316 CES CC	1	11 CES CC	0	Office.ContractingOfficeCode
F1D325	F1D325 316 CES CEO	1	11 CES CEO	0	Office.ContractingOfficeCode
F1D326	F1D326 316 CES CEP	1	11 CES CEP	0	Office.ContractingOfficeCode
F1D328	F1D328 316 CES CEI	1	F1D328 11 CES CEI	0	Office.ContractingOfficeCode
F1D349	F1D349 316 WG  TRANS LGTT1	1	11 WG  TRANS LGTT1	0	Office.ContractingOfficeCode
F1D355	F1D355 316 WG FSS CCQ	1	316 MSS CCQ	0	Office.ContractingOfficeCode
F1D356	F1D356 316 WG FSS DPE	1	11 WG FSS DPE	0	Office.ContractingOfficeCode
F1D364	F1D364 316 WG SFG	1	11 WG SFG	0	Office.ContractingOfficeCode
F1D368	F1D368 316 WG SVS FOOD SVS	1	11 WG SVS FOOD SVS	0	Office.ContractingOfficeCode
F1D375	F1D375 316 WG SVS	1	11 WG SVS	0	Office.ContractingOfficeCode
F1D377	F1D377 316 WG SVS FITNESS CNTR	1	11 WG SVS FITNESS CNTR	0	Office.ContractingOfficeCode
F1D389	F1D389 316 CEIH	1	F1D389 11 CEIH	0	Office.ContractingOfficeCode
F1D390	F1D390 316 CONS LGC	1	316 CONS LGC	0	Office.ContractingOfficeCode
F1D3A3	F1D3A3 316 CES CED	1	316 CES CED	0	Office.ContractingOfficeCode
F1D3A5	F1D3A5 316 WG SVS SVRO	1	316 SVS SVRO	0	Office.ContractingOfficeCode
F1D452	F1D452 316 MDG	1	79  MDG	0	Office.ContractingOfficeCode
F1DT05	16 IS 16 IS/RA	1	317 RCS	0	Office.ContractingOfficeCode
F1DT07	F1DT07 459 ARW	1	459 AW	0	Office.ContractingOfficeCode
F1DT11	F1DT11 89 AW DS	1	89 AW DS	0	Office.ContractingOfficeCode
F1DT81	F1DT81 SAF/MRB - AFRBA	1	AFRB	0	Office.ContractingOfficeCode
F1DT84	F1DT84 AFOSI DC3	1	HQ AFOSI	0	Office.ContractingOfficeCode
F1DT85	F1DT85 HQ AFOSI	1	HQ AFOSI SCS	0	Office.ContractingOfficeCode
F1DT86	F1DT86 HQ AFOSI XI	1	HQ AFOSI SCX	0	Office.ContractingOfficeCode
F1DT90	F1DT90 AFOSI ICON CENTER	1	AFOSI FIR 7	1	Office.ContractingOfficeCode
F1DT92	F1DT92 AFOSI REG 7 3 FIS	1	AFOSI 3 FIS	0	Office.ContractingOfficeCode
F1DT98	F1DT98 341 COS	1	OPS GROUP	0	Office.ContractingOfficeCode
F1EEDH	F1EEDH AEDC TSTH	1	AEDC	0	Office.ContractingOfficeCode
F1EEDN	F1EEDN NFAC DN	1	NFAC DN	0	Office.ContractingOfficeCode
